IE_XML_ID;IE_NAME;IP_PROP360;IP_PROP361;IP_PROP362;IP_PROP363;IP_PROP366;IP_PROP373
88894;1818;[HTML]Здравствуйте, меня зовут Семён, я представляю онлайн студию дизайна https://e-domonline.com/<br/> <br/>Мы виртуальная-онлайн дизайн студия, мы работаем в режиме онлайн по всей России. <br/> <br/>Мы очень часто используем ваши решения в своих проектах по этому уверены что нам будет выгодно работать вместе. Хотелось бы подробнее обсудить условия сотрудничества, что вы можете предложить, что будет требоваться от нас?<br/> <br/>Мой контактный телефон/whatsapp/telegram/viber +7 (908) 151 19 40;;;;Семён;Монтаж изделий
88895;1818;[HTML]Здравствуйте, меня зовут Семён, я представляю онлайн студию дизайна https://e-domonline.com/<br/> <br/>Мы виртуальная-онлайн дизайн студия, мы работаем в режиме онлайн по всей России. <br/> <br/>Мы очень часто используем ваши решения в своих проектах по этому уверены что нам будет выгодно работать вместе. Хотелось бы подробнее обсудить условия сотрудничества, что вы можете предложить, что будет требоваться от нас?<br/> <br/>Мой контактный телефон/whatsapp/telegram/viber +7 (908) 151 19 40;;;;Семён;Монтаж изделий
88902;1819;[HTML]Добрый день. я дизайнер. на данный момент подбираю на объект декор. хотела бы уточнить детали;;;;Анастасия;Претензии и вопросы по заказам и сервису
88904;1819;[HTML]Добрый день. я дизайнер. на данный момент подбираю на объект декор. хотела бы уточнить детали;[HTML]Добрый день, Анастасия. <br/>с вами свяжется менеджер в ближайшее время.;02.04.2020 17:02:39;Андрей Чиличихин;Анастасия;Претензии и вопросы по заказам и сервису
88945;1820;[HTML]Добрый день. Нам нужны галтели 8 см по высоте. Без вензилей. Желательно чтобы была выпуклая, а не впуклая;[HTML]Добрый день, https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-129<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-293<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-144<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-179<br/>;03.04.2020 12:39:45;Ольга Гмыря;Сбер;Ассортимент и уточнение по размерам
88962;1821;[HTML]Здравствуйте! А сколько понадобится штук по чертежам (см.вложения)? карниз 1.50.126;;;;Артем;Ассортимент и уточнение по размерам
88963;1822;[HTML]И сколько понадобится плинтуса напольного 1.53.112 по чертежам ?;;;;Артем;Другое
88986;1821;[HTML]Здравствуйте! А сколько понадобится штук по чертежам (см.вложения)? карниз 1.50.126;[HTML]Добрый день, Артем. менеджер свяжется с вами в ближайшее время.;03.04.2020 12:50:25;Андрей Чиличихин;Артем;Ассортимент и уточнение по размерам
88987;1822;[HTML]И сколько понадобится плинтуса напольного 1.53.112 по чертежам ?;[HTML]Добрый день, Артем. С вами свяжется менеджер в ближайшее время. ;03.04.2020 12:46:50;Андрей Чиличихин;Артем;Другое
89049;1823;[HTML]Планируется фасад, фото прилогаю, обрамление окон из полеуритана, что можете предложить, что то как на фото ;;;;Алексей;Ассортимент и уточнение по размерам
89061;1823;[HTML]Планируется фасад, фото прилогаю, обрамление окон из полеуритана, что можете предложить, что то как на фото ;"[HTML] Доброго времени суток, Алексей.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей ТМ.<br/><br/>Продажу и продвижение декора ТМ ""Европласт"" в регионах РФ компания ООО ""Декор"" осуществляет через своих официальных представителей, дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам, связанным с декором ТМ ""Европласт"" в г. Йошкар-Ола и в республике Марий-Эл, в т. ч. по вопросам подбора, консультаций и приобретения, Вы можете обращаться к нашему официальному представителю в г. Йошкар-Ола<br/><br/>Европласт-Марий-Эл<br/>""Декор Марий Эл"" (ИП Нестероа А.В.)<br/>ТЦ ""Бву Марект"", ул. Соловьёва, 22А<br/>+7 8362 32-69-56, +7 917 704-57-49<br/>decor-mariel@mail.ru";04.04.2020 23:41:07;Дмитрий Рудыкин;Алексей;Ассортимент и уточнение по размерам
89114;1824;[HTML]Мне нужен потолочный плинтус на всю квартиру. Это у вас в каком разделе посмотреть?;[HTML]Добрый день, в разделе карнизы https://evroplast.ru/catalogue/interernyj-dekor/karnizy;04.04.2020 17:56:54;Ольга Гмыря;Лидия;Ассортимент и уточнение по размерам
89123;1825;[HTML]Добрый вечер! Подскажите пожалуйста по плинтусу 6.53.703 , как нужно правильно монтировать? На какую высоту отступить от пола, чтобы подсветка хорошо светила?;[HTML]Добрый день, расстояние от пола варьируется от 1 до 3 см. ;05.04.2020 12:57:44;Александр Чекунов;Наталья;Монтаж изделий
89187;1826;[HTML]Добрый день! Меня зовут Аня, я дизайнер интерьера. У меня вопрос по элементам для арок. Максимальная возможная ширина? ;[HTML]Добрый день, Анна. Уточните какие именно элементы и ширина проёма Вас интересует?;06.04.2020 10:12:38;Ольга Гмыря;Анна ;Ассортимент и уточнение по размерам
89257;1827;[HTML]Как приобрести вашу продукцию физ лицу в регионе Саратов  . Ваш официальный представитель не берет трубку .;[HTML]Михаил, добрый день.<br/>Благодарим за обращение. В ближайшее время с вами свяжется менеджер и проконсультирует по вашему вопросу.;06.04.2020 13:13:15;Галина Гроян;Михаил;Работа магазинов
89313;1828;[HTML]Оформила заказ. Не могу дозвониться.;[HTML]Екатерина, добрый вечер.<br/>Где оформили? По какому номеру телефона не можете дозвониться?;06.04.2020 18:16:00;Галина Гроян;Екатерина;Другое
89354;1829;[HTML]Добрый день! Подскажите, как можно в текущих условиях заказать молдинг. Работают ли какие-то точки или склады выдачи?;;;;Николай;Работа магазинов
89382;1829;[HTML]Добрый день! Подскажите, как можно в текущих условиях заказать молдинг. Работают ли какие-то точки или склады выдачи?;[HTML]Николай, здравствуйте.<br/>Благодарим за обращение.<br/>Да, заказывать, забрать или получать  заказы можно.  Более подробную информацию по размещению заказов и по графику работы Вам предоставит менеджер в ближайшее время по электронной почте.;07.04.2020 12:14:23;Галина Гроян;Николай;Работа магазинов
89488;1830;[HTML]Здравствуйте, пишу спросить возможен ли изгиб карниза арт. 1.50.262 в плоскости самого карниза, т.е. плашмя. Если да, то с каким радиусом. Он по проекту окаймляет светильники диаметром по 2,4м. ;[HTML]Добрый день, Георгий карниз 1.50.262 возможно закрепить только в плоскости угла 90 градусов. Его невозможно закрепить на поверхность 180 градусов.<br/>Есть ли у Вас фото потолка, чтобы мы могла грамотно Вас проконсультировать и подобрать необходимый вариант.<br/>;08.04.2020 15:41:35;Ольга Гмыря;Георгий ;Свойства изделий
89494;1831;[HTML]Добрый день! Хочу приобрести плинтус 1.53.108<br/>Количество: 33 шт<br/>Бесплатна ли доставка в г. Воронеж? А также интересует монтажный клей на данный расход материала и 1 шт стыковочного. Возможна ли скидка? <br/>;;;;Мария;Ассортимент и уточнение по размерам
89499;1831;[HTML]Добрый день! Хочу приобрести плинтус 1.53.108<br/>Количество: 33 шт<br/>Бесплатна ли доставка в г. Воронеж? А также интересует монтажный клей на данный расход материала и 1 шт стыковочного. Возможна ли скидка? <br/>;"[HTML]Добрый день, Мария.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/><br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей – дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам, связанным с декором ТМ «Европласт» в г.Воронеж и в Воронежской области, в т. ч. и по вопросам приобретения и его условиям, Вы можете обращаться к нашему официальному представителю, это компания: <br/>Европласт-Воронеж<br/>1. Магазин ""Дон-Декор"" (ООО ""Дон-Декор"")<br/>улица Донбасская, д. 7 (1 этаж)<br/>Тел.: +7 (4732) 52-67-74, +7 (4732) 29-04-69  <br/>vpn@dondecor.ru<br/>2. Салон-магазин ""Два Декора"" (ООО ""Дон-Декор"")<br/>Жилой массив ""Олимпийский"", д. 12, <br/>тел.: +7 (4732) 75-71-01<br/>support@2decor.ru<br/>www.2decor.ru<br/><br/>";08.04.2020 17:17:04;Дмитрий Рудыкин;Мария;Ассортимент и уточнение по размерам
89516;1832;[HTML]Отправка в регионы;;;;Тимур Мурадян;Другое
89527;1833;[HTML]Я бы хотела уточнить у Вас, можно ли заказать обрамления для арки такие как на фото или холостые без узора внутри?;;;;Юлия;Ассортимент и уточнение по размерам
89530;1832;[HTML]Отправка в регионы;"[HTML]Добрый день, Тимур.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/><br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей – дилерские компании, содержащие склады с наличием продукции в регионе. <br/><br/>По всем вопросам, связанным с декором ТМ «Европласт» в г. Краснодар, в Краснодарском крае, в республиках Адыгея, КБР, КЧР, Северная Осетия и в г. Пятигорск, Ставропольского края, в т. ч. по вопросам сотрудничества, консультаций, подбора и приобретения, Вы можете обращаться к нашему официальному представителю, это компания: <br/><br/>Европласт-Краснодар<br/>компания ""DOM&DECOR""<br/><br/>Контактное лицо: Франк Ирина  +7(962) 853-06-76 krd6@dom-decor.com<br/><br/>Салон ""DOM&DECOR"", г. Краснодар, ул. Бабушкина, д. 285, дизайн-центр Full House, 5 этаж<br/>+7 (918) 449-00-47, +7 (962) 855-15-50    salon4@dom-decor.com<br/><br/>Время работы:<br/>Будни - 09:00 - 18:00 <br/>Суббота, Воскресенье — выходной<br/> Без перерывов<br/><br/>www.evroplast-krd.ru <br/><br/>!!! В связи с действием общероссийских карантинных мер, прошу Вас уточнять время работы магазина и склада компании !!! <br/><br/><br/><br/>";09.04.2020 10:24:43;Дмитрий Рудыкин;Тимур Мурадян;Другое
89531;1833;[HTML]Я бы хотела уточнить у Вас, можно ли заказать обрамления для арки такие как на фото или холостые без узора внутри?;[HTML]Доброе утро, Юлия. <br/>С вами свяжется наш менеджер.;09.04.2020 09:39:02;Андрей Чиличихин;Юлия;Ассортимент и уточнение по размерам
89541;1834;[HTML]Добрый день!<br/>Вы отгружаете свою продукцию в перид карантина?;[HTML]Альбина, здравствуйте.<br/>Благодарим за обращение. Да, <br/>подобная информация изложена по ссылке https://www.piterra.ru/news/grafik_raboty_piterra_v_period_6_aprelya_30_aprelya/<br/>В ближайшие время с вами свяжется менеджер и проконсультирует более детально.;09.04.2020 11:35:18;Галина Гроян;Альбина;Другое
89582;1835;[HTML]Цена за молдинги и карнизы указана за погонный метр или за 1 штуку изделия длиной 2 м?;[HTML]Добрый день, Наталья. Цена за штуку, длиной 2 м.;09.04.2020 15:13:21;Ольга Гмыря;Наталья;Свойства изделий
89627;1836;[HTML]Здравствуйте! Делаю интерьер с использованием карниза 1.50.168 с ним вы рекомендуете 1.50.167 и .252. Но на сайте в параметрах карниза .168 отличается его сечение и 3Д визуализация от ему совместимых. Исправьте ошибку;[HTML]Добрый день, Александр. Сейчас проверила все параметры этих трёх сечений на сайте размер 119*120. 3D модель мы обязательно проверим.;09.04.2020 18:44:16;Ольга Гмыря;Александр;Ассортимент и уточнение по размерам
89748;1837;[HTML]У меня есть уже скидка, делаю четвертую покупку, каким образом применить существующую скидку клиента.<br/>У меня скидка в настоящее время 10%;[HTML]Добрый день, Дмитрий. <br/>менеджер свяжется с Вами. ;10.04.2020 14:05:37;Андрей Чиличихин;Дмитрий;Другое
89752;1838;[HTML]молдинг 1.51.401 материал жесткий или мягкий?<br/>;[HTML]Добрый день, Константин. Материал пенополиуретан, он жёсткий. Его плотность в среднем 300 кг/м3.;10.04.2020 14:51:58;Ольга Гмыря;Константин;Свойства изделий
89754;1839;[HTML]Здравствуйте! Ситуация такая- потолочные карнизы европласт наклеили. Необходимо произвести демонтаж потолка, придётся отклеить карнизы. После этого будут ли они пригодны для поклейки во второй раз? ;[HTML]Добрый день, да, их можно использовать повторно.;10.04.2020 16:53:59;Александр Чекунов;Акмарал;Монтаж изделий
89755;1840;[HTML]Добрый день! Можете подсказать, обычно заказывали у вас через nahim@decor-evroplast.ru и design@decor-evroplast.ru Сейчас не отвечают... Собрали новый заказ, хотели добавить клей и посчитать дизайнерские (в базе есть). <br/><br/>;;;;Александр Журавлев;Другое
89771;1840;[HTML]Добрый день! Можете подсказать, обычно заказывали у вас через nahim@decor-evroplast.ru и design@decor-evroplast.ru Сейчас не отвечают... Собрали новый заказ, хотели добавить клей и посчитать дизайнерские (в базе есть). <br/><br/>;[HTML]Добрый день, Александр.<br/>менеджер свяжется с Вами. ;10.04.2020 17:59:38;Андрей Чиличихин;Александр Журавлев;Другое
89948;1841;[HTML]есть ли наружный угол?;[HTML]Добрый день, Алексей.<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-156<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-258<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-295<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-257<br/>;11.04.2020 16:49:31;Ольга Гмыря;алексей;Ассортимент и уточнение по размерам
90063;1842;[HTML]Хочу получить условия . Являюсь руководителем 15 магазинов , оптово-розничная торговля  стройматериалами . ;;;;Игорь Гутман;Другое
90064;1842;[HTML]Хочу получить условия . Являюсь руководителем 15 магазинов , оптово-розничная торговля  стройматериалами . ;"[HTML]<br/>Игорь, здравствуйте.<br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/>    <br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей, дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам, связанным с декором ТМ «Европласт» в г. Абакан и в республике Хакасия, в т. ч. по вопросам долгосрочного, взаимовыгодного сотрудничества, Вы можете обращаться к нашему официальному представителю, это компания: <br/><br/><br/>ПРЕДСТАВИТЕЛЬ В РЕГИОНЕ:<br/> <br/>ЕВРОПЛАСТ-ХАКАСИЯ<br/>ООО ""Зодчие""<br/>Адрес:<br/>улица Тельмана, д. 83-32Н<br/>Телефон/факс:<br/>+7 (3902) 34-83-93, +7 (3902) 34-68-00<br/><br/>ООО ""Зодчие""<br/>Адрес:<br/>улица Кирова, д. 112<br/>Телефон/факс:<br/>+7 (3902) 28-77-11<br/>E-mail:<br/>ninazodchi@mail.ru<br/>Директор компании - Рожков Станислав, +7 913 520 30 02<br/>";13.04.2020 11:30:44;Галина Гроян;Игорь Гутман;Другое
90065;1843;[HTML]Здравствуйте. Подскажите, возможно ли в вас заказать карандаш для декора( высота 2 метра, диаметр 15 см);;;;Наринэ;Другое
90069;1843;[HTML]Здравствуйте. Подскажите, возможно ли в вас заказать карандаш для декора( высота 2 метра, диаметр 15 см);[HTML]Нет. Под заказ изделия не изготавливаем.;13.04.2020 11:14:53;Наталья Овчинникова;Наринэ;Другое
90070;1844;[HTML]Добрый день. Мы открываем салон строительного и лепного декора в своем городе. Наш салон желает выставить Вашу продукцию, какие у Вас условия для дилеров и строителей. Спасибо. ;"[HTML]Андрей, здравствуйте.<br/>Благодарим Вас за интерес, проявленный к декору  торговой марки ""Европласт"".<br/> ​ ​ ​ ​Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей, дилерские компании, содержащие склады с наличием продукции в регионе. По всем вопросам сотрудничества на территории Пермского края ,  Вы можете обращаться к нашему официальному представителю, это компания:<br/>ООО ""Декор-центр""<br/>ЗАО ""Стройинтер""<br/>ИП Растегаева Е.П.<br/>г.Пермь, ул. Ленина 15<br/>тел. (342) 225-20-15, 212-80-80<br/>Либо дождитесь звонка. Ваш зарос я перенаправила дилеру, в ближайшее время с Вами свяжется менеджер и проконсультирует по всем вопросам сотрудничества.";13.04.2020 10:53:07;Галина Гроян;Андрей;Другое
90113;1845;[HTML]Здравствуйте! утром разговаривала а с менеджером по поводу заказа.  сказал. что нужно после 14 час звонить. сейчас никак не могу дозвониться. ;;;;елена;Ассортимент и уточнение по размерам
90114;1845;[HTML]Здравствуйте! утром разговаривала а с менеджером по поводу заказа.  сказал. что нужно после 14 час звонить. сейчас никак не могу дозвониться. ;[HTML]Добрый день, Елена.<br/>с Вами свяжется менеджер;13.04.2020 14:49:25;Андрей Чиличихин;елена;Ассортимент и уточнение по размерам
90115;1846;[HTML]Ваши рекомендации по монтажу потолочного плинтуса 146 на стену к натяжному потолку. Достаточно ли только монтажного клея, или необходимо дополнительное крепление саморезами к стене?;[HTML]Добрый день. Желательно дополнительно закрепить саморезами, 3 шт. Достаточно на изделие.;13.04.2020 17:45:48;Александр Чекунов;Андрей;Монтаж изделий
90173;1847;[HTML]Добрый вечер) розетки потолочные какие есть в наличии и размер;;;;Диёра;Ассортимент и уточнение по размерам
90174;1847;[HTML]Добрый вечер) розетки потолочные какие есть в наличии и размер;[HTML]Диёра, добрый день.<br/>Благодарим за обращение. Ассортимент розеток большой, <br/>размеры указаны га сайте. ;14.04.2020 11:06:47;Галина Гроян;Диёра;Ассортимент и уточнение по размерам
90368;1848;[HTML]Интересует уличный ассортимент для оформления входной группы бара.;;;;Михаил Малышев;Ассортимент и уточнение по размерам
90373;1848;[HTML]Интересует уличный ассортимент для оформления входной группы бара.;[HTML]Михаил, доброе утро.<br/>Благодарис за обращение.<br/>Ваш запрос перенаправила официальному представителю в Волгограде. В ближайшее время с вами свяжется менеджер и проконсультирует более детально по всем вашим вопросам.;15.04.2020 09:24:02;Галина Гроян;Михаил Малышев;Ассортимент и уточнение по размерам
90405;1849;[HTML]Необходимо карниз и молдинг , возможность приобретения и доставки;;;;Саит;Ассортимент и уточнение по размерам
90412;1849;[HTML]Необходимо карниз и молдинг , возможность приобретения и доставки;[HTML]Саит, здравствуйте.<br/>Благодарим за обращение.<br/>Ваш вопрос перенаправила официальному представителю в Ижевск. В ближайшее время с вами свяжется менеджер и проконсультирует более детально по всем вашим вопросам.;15.04.2020 11:44:44;Галина Гроян;Саит;Ассортимент и уточнение по размерам
90442;1850;[HTML]Хотим купить у вас потолочный плинтус.Можно получить консультацию по выбору, оплате и доставка товара.;;;;Ирина Батова;Ассортимент и уточнение по размерам
90447;1851;[HTML]Здравствуйте, снимите пожалуйста заказ я нашла дешевле весь заказ предложили за 14000 руб. Спасибо;[HTML]Добрый день, подскажите пожалуйста номер заказа?;16.04.2020 09:57:04;Ольга Гмыря;Ольга;Другое
90461;1850;[HTML]Хотим купить у вас потолочный плинтус.Можно получить консультацию по выбору, оплате и доставка товара.;[HTML]Ирина, доброе утро.<br/>Благодарим за обращение.<br/>Можно. В ближайшее время с Вами созвониться менеджер и ответит на все вопросы и поможет с выбором изделий.;16.04.2020 09:11:54;Галина Гроян;Ирина Батова;Ассортимент и уточнение по размерам
90499;1852;[HTML]Добрый день! подскажите,пожалуйста, артикул панелей на фото, как найти в каталоге.;[HTML]Добрый день, Александра. Это раскладка по стене с помощью молдинга 1.51.322 https://evroplast.ru/catalogue/interernyj-dekor/moldingi/1-51-322;16.04.2020 14:01:14;Ольга Гмыря;Александра;Ассортимент и уточнение по размерам
90504;1853;[HTML]У вас в продаже имеются карнизы, в которые можно вставлять линейные светильники? Я правильно поняла?;;;;Наталья ;Свойства изделий
90508;1853;[HTML]У вас в продаже имеются карнизы, в которые можно вставлять линейные светильники? Я правильно поняла?;[HTML]Добрый день, Наталья. <br/>менеджер свяжется с вами для уточнения. ;16.04.2020 14:21:04;Андрей Чиличихин;Наталья ;Свойства изделий
90519;1854;[HTML]Добрый день! Необходим карниз По артикулу 1.50.180 но с параметрами<br/>94*100*2000 в количестве 8 штук. Возможно ли подобрать похожий аналог, по по заданным параметрам? Спасибо.;[HTML]Добрый день, Наталья. Аналогов в данном размере нет к сожалению. Могу предложить только близкие по размеру карниз<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-202<br/>;16.04.2020 18:28:44;Ольга Гмыря;Наталья ;Ассортимент и уточнение по размерам
90538;1855;[HTML]Добрый  день, я хотела бы  заказать напольный плинтус из лепнины 50 метром погон., клей к нему стыковочный и монтажный, белую краску также к этому плинтусу.<br/>Что из предствленных образцов на Вашем  сайте есть в наличии?;;;;Екатерина;Ассортимент и уточнение по размерам
90539;1855;[HTML]Добрый  день, я хотела бы  заказать напольный плинтус из лепнины 50 метром погон., клей к нему стыковочный и монтажный, белую краску также к этому плинтусу.<br/>Что из предствленных образцов на Вашем  сайте есть в наличии?;"[HTML]Добрый день, Екатерина.<br/><br/>Благодарю Вас за интерес, проявленный к декору нашей торговой марки.<br/><br/>Продажу и продвижение декора ТМ «Европласт» в регионах РФ компания ООО «Декор» осуществляет через своих официальных представителей –дилерские компании, содержащие склады с наличием продукции. <br/>По всем вопросам, связанным с декором ТМ «Европласт» в Нижегородской области, в т. ч. и по вопросам сотрудничества, подбора и приобретения, Вы можете обращаться к нашему официальному представителю, в городе Нижний Новгород представительство «Европласт-Нижний Новгород» это салон «Избранное». <br/>ООО «Европласт-Нижний Новгород»<br/>Салон Избранное (ИП Негина О.С.), улица Белинского, д. 11/66<br/>Напротив парка Пушкина, Название крупными буквами ""Избранное""<br/>Тел.: +7 (831) 212-88-83, +7 (831) 421-38-88              evroplast@elite-nn.ru<br/>Если Вас заинтересует декор для отделки и оформления фасада, Вам помогут в выборе и подборе в:<br/>Центр Фасадного декора (ИП Негина О.С.), улица Белинского, д. 11/66, этаж цоколь<br/>Тел.: +7 (831) 212-88-83, +7 (831) 421-11-55                fasad@elite-nn.ru<br/><br/>";17.04.2020 08:52:29;Дмитрий Рудыкин;Екатерина;Ассортимент и уточнение по размерам
90556;1856;[HTML]Добрый день.<br/>Мне нужен для напольного карниза Молдинг Европласт 6.51.385 на 140п.м.<br/>Где мне можно купить или заказать?<br/>Спасибо.;;;;Маргарита;Другое
90626;1856;[HTML]Добрый день.<br/>Мне нужен для напольного карниза Молдинг Европласт 6.51.385 на 140п.м.<br/>Где мне можно купить или заказать?<br/>Спасибо.;;;;Маргарита;Другое
90631;1856;[HTML]Добрый день.<br/>Мне нужен для напольного карниза Молдинг Европласт 6.51.385 на 140п.м.<br/>Где мне можно купить или заказать?<br/>Спасибо.;[HTML]Добрый день, менеджер свяжется с Вами.;17.04.2020 11:28:28;Ольга Гмыря;Маргарита;Другое
90633;1857;[HTML]Подскажите как на вашем сайте найти потолочные плинтуса? чтобы закрыть стык между обоями и натяжным потолком.не могу найти ;[HTML]Добрый день, Екатерина. По ссылке https://evroplast.ru/catalogue/interernyj-dekor/karnizy;17.04.2020 12:27:32;Ольга Гмыря;Екатерина;Ассортимент и уточнение по размерам
90699;1858;[HTML]Здравствуйте! Меня интересует материалы для того, чтобы сделать подобную стену. Подскажите, пожалуйста, какие материалы нужно приобрести для этого? ;;;;Дарья;Свойства изделий
90704;1858;[HTML]Здравствуйте! Меня интересует материалы для того, чтобы сделать подобную стену. Подскажите, пожалуйста, какие материалы нужно приобрести для этого? ;[HTML]Дарья, добрый вечер.<br/>Благодарю за обращение.<br/>Ваш запрос перенаправила официальному представителю в городе Уфа - ИП Розет Р.Р.. Завтра с вами свяжется менеджер и проконсультирует.;17.04.2020 19:58:44;Галина Гроян;Дарья;Свойства изделий
90721;1859;[HTML]Предварительный расчёт общей суммы по заказу на сайте находится в диапазоне 350-550 тр.  Скидка на сайте 20%.  Доставка планируется в Истринский район МО. <br/>Можете предоставить дополнительную скидку? Есть ли возможность дополнительно снизить стоимость в зависимости от способа оплаты?  Варианты оплаты: наличными, перевод по реквизитам с банковского счёта физлица.<br/>;[HTML]Добрый день, Валерий Анатольевич.<br/> Наш менеджер свяжется с вами. ;18.04.2020 13:49:19;Андрей Чиличихин;Валерий Анатольевич;Другое
90765;1860;[HTML]Здравствуйте!<br/>меня зовут Ирина, я дизайнер, <br/>подскажите пожалуйста, есть ли особые условия для дизайнеров, и если да - то как ими воспользоваться?;;;;Ирина Калинина;Другое
90777;1860;[HTML]Здравствуйте!<br/>меня зовут Ирина, я дизайнер, <br/>подскажите пожалуйста, есть ли особые условия для дизайнеров, и если да - то как ими воспользоваться?;"[HTML]Ирина, здравствуйте.<br/>Благодарим за обращение.<br/>Ваш вопрос приняла и перенаправила официальному представителю в Санкт- Петербург.<br/>С  Вами обязательно свяжется менеджер и проконсультирует по всем вопросам сотрудничества.<br/>Официальный дилер в Санкт-Петербурге - компания ООО ""Питерра"".";18.04.2020 14:17:25;Галина Гроян;Ирина Калинина;Другое
90811;1861;[HTML]Добрый день! Я занимаюсь ремонтами квартир. Вот наш аккаунт в инстаграмм - https://www.instagram.com/nika_comfort/. Хотел узнать, есть ли у Вас какие-нибудь условия сотрудничества с мастерами. Заранее спасибо!;;;;Иван;Другое
90866;1862;"[HTML]Здравствуйте; хочу сделать заказ  и оплатить по безналичному расчету:  возможна ли оплата по счету с включённым НДС.?";[HTML]Добрый день, Ольга.<br/>Возможна оплата счета с НДС.  вы можете отправить свой заказ на электронный адрес: salonn@decor-evroplast.ru<br/>В любом случае с вами свяжется менеджер. ;19.04.2020 14:55:01;Андрей Чиличихин;Ольга;Другое
90926;1863;[HTML]Чем можно красить напольный плинтус из полиуретана;;;;Татьяна Кокорина;Свойства изделий
90933;1864;[HTML]Здравствуйте, подскажите сколько будет стоить монтаж 60 мп плинтус 1.53.112 и сколько и какие расходники еще нужно купить для установки;[HTML]Добрый день, стоимость монтажа 350р. За одим метр погонный (подготовка под покраску) Из расходников только клей. Стыковой 290мл.-1шт. Монтажный -10шт.<br/>89265716608 Александр. Если появятся вопросы, обращайтесь.;19.04.2020 19:15:06;Александр Чекунов;Андрей;Монтаж изделий
90940;1863;[HTML]Чем можно красить напольный плинтус из полиуретана;;;;Татьяна Кокорина;Монтаж изделий
90979;1861;[HTML]Добрый день! Я занимаюсь ремонтами квартир. Вот наш аккаунт в инстаграмм - https://www.instagram.com/nika_comfort/. Хотел узнать, есть ли у Вас какие-нибудь условия сотрудничества с мастерами. Заранее спасибо!;[HTML]Добрый день, Иван.<br/>менеджер свяжется с Вами.;20.04.2020 11:12:18;Андрей Чиличихин;Иван;Другое
91061;1865;[HTML]Нужен полеуретановый наличник гибкий для обрамления арочного окна снаружи высота 110-120мм. ;[HTML]Добрый день, Анатолий. Подскажите радиус арочного окна, чтобы я могла правильно подобрать наличник.;21.04.2020 09:31:27;Ольга Гмыря;Анатолий ;Ассортимент и уточнение по размерам
91091;1866;[HTML]Здравствуйте.Вы работаете в Карантине?;;;;Хисрав;Работа магазинов
91111;1867;[HTML]Добрый день. Подскажите, какие карнизы можно установить с креплением только к потолку, с отступом от стены по всему периметру помещения? Спасибо.;[HTML]Добрый день, вот в этой коллекции есть карнизы с креплением только на потолок https://evroplast.ru/collection/lines#karnizy;21.04.2020 13:22:45;Ольга Гмыря;Алла;Ассортимент и уточнение по размерам
91113;1866;[HTML]Здравствуйте.Вы работаете в Карантине?;[HTML]Хисрав, здравствуйте.<br/>Благодарю за обращение. Да, более подробно Вам объяснит менеджер. Ждите звонка.;21.04.2020 13:22:47;Галина Гроян;Хисрав;Работа магазинов
91149;1868;[HTML]подскажите пожалуйста телефон дилеров в г ПЕРМЬ;[HTML]Лариса, здравствуйте.<br/>Благодарю за обращение.<br/>Тел.+7(342)225-20-15<br/>Декор Центр, ул. Ленина 15;21.04.2020 14:57:53;Галина Гроян;лариса;Работа магазинов
91163;1869;[HTML]Подскажите пожалуйста модели карниза с размерами по стене 85-87 мм.;[HTML]Добрый день, Дмитрий.<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-274<br/>https://evroplast.ru/catalogue/interernyj-dekor/karnizy/1-50-129<br/>;21.04.2020 18:18:03;Ольга Гмыря;Дмитрий;Ассортимент и уточнение по размерам
91164;1870;[HTML]Добрый день, подскажите, пожалуйста, как в реальном исполнении выглядит КАРНИЗ ЕВРОПЛАСТ 1.50.296,? Можно фото прислать, спасибо. ;[HTML]Добрый день, Алёна. На сайте представлено фото изделия. ;21.04.2020 22:58:11;Ольга Гмыря;Алена;Ассортимент и уточнение по размерам
