IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP537;IP_PROP113
26967;"Омск, Центр современного интерьера и дизайна &quot;Люксоро Интерьер&quot; ";улица Пушкина, д. 137 (1 этаж);"Торговая галерея ""Сибирская пирамида""";;"ООО ""Люксоро Интерьер""";"Центр современного интерьера и дизайна ""Люксоро Интерьер""";"3812210294; 3812246337";info@luxorointerior.com;info@luxorointerior.com;luxorointerior.com;10:00 - 19:00;;3172
27546;"Москва,  г. Красногорск, Отдел: Стройматериалы (ООО &quot;Декор&quot;) ";г. Красногорск, ул. Международная, д.6 (66 км МКАД), 2й этаж;"ТК ""Твой Дом""";"Напротив ТК ""Крокус Сити Молл""";"ООО ""Декор""";Отдел: Стройматериалы;;;;evroplast.ru;10:00 - 20:00;;3109
27547;"Московская обл, Ленинский р-н, пос. Совхоза им. Ленина (ООО &quot;Декор&quot;) ";Московская обл., Ленинский р-н, пос. Совхоза им. Ленина (24 км МКАД), д. 2, этаж 1, Отдел: Стройматериалы;"ТК ""Твой Дом""";"Напротив ТК ""Вегас""";"ООО ""Декор""";Отдел: Стройматериалы;;;;evroplast.ru;10:00 - 20:00;;3109
27551;"Мытищи, Отдел: Стройматериалы (ООО &quot;Декор&quot;) ";Городской округ Мытищи, Осташковское ш., вл. 2, стр. 1 (91 км МКАД), 2 этаж;"ТК ""Твой Дом""";Напротив Леруа Мерлен;"ООО ""Декор""";Отдел: Стройматериалы;;;;evroplast.ru;10:00 - 20:00;;3109
27554;"Московская область, Красногорский район, Михалково дер., Отдел: Стройматериалы (ООО &quot;Декор&quot;) ";Красногорский район, Михалково дер., Новорижское ш., стр.1 (этаж 2);"ТК ""Твой Дом""";Мэйджор Сити;"ООО ""Декор""";Отдел: Стройматериалы;;;;evroplast.ru;10:00 - 20:00;;3109
27797;"Казань, ул.Адоратского, 3 (ООО &quot;Европласт Декор&quot;) ";ул. Адоратского, д.3, 1 этаж;;;"ООО ""Европласт Декор""";Европласт Декор;"8435220454; 9874101414";5220454@mail.ru;5220454@mail.ru;evroplastrt.ru;09:00 - 19:00;;3260
27798;"Казань, ул. Аделя Кутуя, д. 72 (ООО &quot;Европласт Декор&quot;) ";ул. Аделя Кутуя, д. 72;;;"ООО ""Европласт Декор""";Европласт Декор;"8432053005; 9874101414";5220454@mail.ru;5220454@mail.ru;evroplast-rt.ru;09:00 - 19:00;;3260
28879;Москва, Мытищи, Лепной Декор (ИП Новиков Р.В.) ;Московская обл., Мытищи, ул. Коммунистическая, д. 25 Г, к. 9, пав.1;"Торгово-строительный комплекс ""Тракт-Терминал""";Рядом с Администрацией;ИП Новиков Р.В.;Лепной Декор;9169351313;9351313@gmail.com;lepnina89@mail.ru;www.Lepnoydom.ru;09:00 - 18:00;;3109
28880;Тула, Магазин ЛЕПНИНА (И.П. Новиков Р.В.) ;ул. Мосина, д. 2, этаж 1;ТЦ СтройДвор;;И.П. Новиков Р.В.;Магазин ЛЕПНИНА;"9255094511; 9207448322; 9255060319";lepnina89@mail.ru ;lepnina89@mail.ru ;www.europlast-lepnina.ru;09:00 - 18:00;;3217
30785;Москва,  г. Красногорск, Лепнина (ИП Шаповалова) ;г. Красногорск, автодорога Балтия, стр. 1, пав. А-29;СтройДвор Петровский;;ИП Шаповалова;Лепнина;9031600741;89031600741@mail.ru;classikdekor@yandex.ru;lepninamarket.ru;09:00 - 19:00;;3109
32642;"Рыбинск, Декор-центр &quot;Арагон&quot; (ООО &quot;Декор Коллекция&quot;) ";ул. Суркова, д. 2, 1 этаж;ТЦ АКСОН;;"ООО ""Декор Коллекция""";"Декор-центр ""Арагон""";9612461428;aragon-rbk@mail.ru;aragon-rbk@mail.ru;www.aragondeco.ru;09:00 - 21:00;;6535
33204;"Москва, &quot;Яуза&quot;  (ИП Амиршоева С.В.) ";МО, Осташковское шоссе, вл. 1Б, корпус 9, пав. 17 (1 этаж);"Стройдвор ""Яуза""";;ИП Амиршоева С.В.;"""Яуза""";"84956425677; 89264963559";mirlepnina77@mail.ru;mirlepnina77@mail.ru;mirlepnina.ru;09:00 - 18:00;;3109
33512;Якутск, ИП Васильева Е.В. ;ул. Чернышевского, д. 74, к.8, этаж 2, пав. 39, стенд 2;"ТЦ ""Азия""";;ИП Васильева Е.В.;;9142712777;Anturazh_ykt@mail.ru;Anturazh_ykt@mail.ru;;;;3239
35234;"Ижевск, ООО &quot;Дженти&quot;, ТЦ &quot;СтройПорт&quot; ";ул. Кирова, 146, этаж 1, пав. 29;"Торговый центр ""СтройПорт""";вход со стороны ул. Кирова, после входа сразу направо;ООО «Дженти»;«Дженти»;9127650051;domdekora@djenti.ru;domdekora@djenti.ru;www.djenti.ru;09:00 - 20:00;;3133
36086;"Курган, дизайн-студия &quot;ENTERIOR&quot; (ИП Ермаков С.В.) ";ул. Красина, д. 23 (1 этаж), образцы, инсталляция;"дизайн-студия ""ENTERIOR""";;ИП Ермаков С.В.;"дизайн-студия ""ENTERIOR""";"3522550949; 9125733178";enterior-design@mail.ru;info@evroplast-ekaterinburg.ru;enterior.pro;09:00 - 19:00;;3481
36607;Москва, дер. Брехово, Лепнина (ИП Григорян С.А.) ;"Солнечногорский район, дер. Брехово, Стройдвор ""БРЕХОВО"", Д10 Д11 Д47";"Стройдвор ""БРЕХОВО""";;ИП Григорян С.А.;Лепнина;"9262743177; 9258905866";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;08:00 - 20:00;;3109
36703;"Нефтеюганск, ООО &quot;Зеленый Дом&quot; ";улица Набережная, д. 7Г;"ООО ""Зеленый Дом""";;"ООО ""Зеленый Дом""";"ООО ""Зеленый Дом""";"9224114811; 9224459333";green-dom@rambler.ru;green-dom@rambler.ru;vk.com/remont_nefteugansk группа ВК;10:00 - 20:00;;6305
36880;"Ковров, ТВЦ &quot;Аладдин&quot; (И.П. Балакин А.В.) ";ул. Шмидта, д. 14, к.4, 1 этаж;торговый центр;;И.П. Балакин А.В.;"ТВЦ ""Аладдин""";"4923290600; 4997555227";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;9:00 - 19:00;;3121
36882;"Муром, Магазин &quot;Товары для дома&quot; (ООО &quot;ВМС &quot;Колор&quot;) ";ул. Коммунистическая, д. 1;торговый центр;;"ООО ""ВМС ""Колор""";"Магазин ""Товары для дома""";"4923422760; 4923491804";wms08@mail.ru;wms08@mail.ru;planeta-decora.ru;8:00 - 18:00;;36881
37622;"Санкт-Петербург, Магазин склад PITERRA (ООО &quot;Питерра&quot;) ";5-й Предпортовый проезд, д. 22Б;отдельный салон;;;Магазин склад PITERRA;8007070167;shop@piterra.ru;shop@piterra.ru;www.piterra.ru;10:00 - 20:00;;3196
37685;"Москва, Шоу - рум мебели и декора &quot;Living&quot; (ООО Интердекор) ";Ленинградский пр-т, д. 30, стр.1, 1 этаж;"Шоу - рум мебели и декора ""Living""";"Шоу - рум находится рядом с театром ""Ромэн""";ООО Интердекор;"Шоу - рум мебели и декора ""Living""";"88005053698; 84956144592";sale@living.su;sale@living.su;living.su;10:00 - 20:00;;3109
37807;Янаул, салон  штор Аристократ (ИП Миннебаева Р.К.) ;г. Янаул, ул. Советская, д.15, 2 этаж;"ТЦ ""Семья""";;ИП Миннебаева Р.К.;салон штор Аристократ;9870976768;ROZA.MINNEBAEVA63@MAIL.RU;ROZA.MINNEBAEVA63@MAIL.RU;;09:00 - 19:00;;37795
39364;Краснодар, Dom&Decor (ИП Кириков) ;г. Краснодар, улица Северная, д.320, центральный вход, 1 этаж;;вход с ул. Северной;ООО «Дом Декора», ИП Кириков;Лепнина Европласт;"9628551550; 9184490047";salon1-krd@decorinfo.ru;salon1-krd@decorinfo.ru;www.evroplast-krd.ru;09:00 - 19:00;;3149
39374;"Липецк, Салон &quot;ART HOME&quot; (ИП Симушова) ";ул. Стаханова, д. 59, 1 этаж;"Салон ""ART HOME""";;ИП Симушова;"Салон ""ART HOME""";9192518563;sima2287@yandex.ru;;;09:00 - 18:00;;3331
41166;"Новосибирск, DECOLE шоу-рум, ООО &quot;ДЕКОЛЕ&quot; ";ул.Фабричная, д. 31, корпус 5;"Лофт-квартал ""Мельница"", Вход М-11";"отдельно стоящее здание справа от въезда в Лофт-квартал ""Мельница""";"ООО ""ДЕКОЛЕ""";DECOLE шоу-рум;"3833596040; 3833596041";manager@evroplast-nsk.ru;manager@evroplast-nsk.ru;www.evroplast-nsk.ru;10:00 - 18:00;;3170
42162;"Сызрань, Бутик интерьера &quot;FORROOM&quot; (офис, склад) связка ";улица Ново-Садовая, д. 14а;;;ООО Форрум;офис FORROOM;8462409016;foroom@forroom.ru;forroom@forroom.ru;www.samara.cc;10:00 - 19:00;;42161
42583;Уфа, Салон Розет (ИП Розет А.Р.) ;Менделеева, д. 158, к.2, 2 этаж;Выставочный комплекс ВДНХ ДОМ;островок рядом с лифтом;ИП Розет А.Р.;Лепной Декор;9373250157;andrey.rozet@mail.ru;rozetufa@gmail.com;;11:00 - 19:00;;3223
42584;Уфа, бутик Европласт (ТРК Радуга) ;Индустриальное шоссе, д. 44/1, 2 этаж, пав. 1, бутик  2- 22 Б;ТРК Радуга;;ИП Розет Э.Ф.;Бутик Европласт;"73472463167; 9272344082; 9178043828";rozetre@mail.ru;rozetufa@gmail.com;www.ufa-rozet.ru;10:00 - 20:00;;3223
42882;"Череповец, Салон &quot;Da Vinci&quot; (ИП Колодин И.Н.) ";ул. Ленинградская, 8;;;ИП Колодин И.Н.;"Салон ""Da Vinci""";"9211310436; 8202201112";salon_davinci@mail.ru ;evroplast.35@mail.ru ;;10:00 - 19:00;;3443
43927;"Нур-Султан (Астана), Салон &quot;Премьера&quot; , TOO Evolution Technologies (Мангилик Ел, 24) ";пр-т. Мангилик Ел, д. 24 , 1 этаж;"ЖК ""Авиценна""";;TOO Evolution Technologies;"Салон ""Премьера""";"7781041881; 7770666617";ast.sales@evp.kz;ast.sales@evp.kz;www.premiera.kz;10:00 - 20:00;;3342
45298;Алматы, TOO Evolution Technologies ( ул. Кабдолова, 3) ; ул. Кабдолова, 3, блок 1, линия В, 1 этаж, пав. 4;"Торговый комплекс ""Армада""";;TOO Evolution Technologies;Салон Премьера;"7272273052; 7477567680";armada1@evp.kz;armada1@evp.kz;www.premiera.kz;10:00 - 20:00;;3310
45299;Алматы, TOO Evolution Technologies (ул. Жибек Жолы, 135) ;Жибек Жолы, 135/10А, 1 этаж, бутик А23а;ТК Жибек Жолы;;TOO Evolution Technologies;Салон Премьера;"7273170977; 7471930174";sales4@evp.kz;sales4@evp.kz;www.premiera.kz;10:00 - 19:00;;3310
46430;"Севастополь, салон Европласт (ООО &quot;Элит Дом&quot;) ";ул.Пожарова, д. 21, (ТЦ), 1 этаж;;нижняя парковка ТЦ;"ООО ""Элит Дом""";салон Европласт;9787838283;elitdom-crimea@yandex.ru;elitdom-crimea@yandex.ru;www.vita-color.ru;09:00 - 18:00;;46432
46434;Симферополь, Европласт (ТЦ Seneha City) ;ул.Генерала Васильева, д. 43, (ТЦ), 2 этаж;;;ТЦ Seneha City;Европласт;9780229819;elitdom@ukr.net;elitdom@ukr.net;www.vita-color.ru;11:00 - 19:00;;6142
46487;Курск, Салон-магазин МастерДом (ИП Шаталова Т.Л.) ;Пр-т Кулакова, д. 26, 2 этаж;Торговый центр;;ИП Шаталова Т.Л.;Салон-магазин МастерДом;4712227827;masterdomkursk@yandex.ru;;;09:00 - 20:00;;3154
48097;Москва, Лепнина ТК Петровский (ИП Липадат) ;Новорижское шоссе, 9-й км, ТК Петровский, пав. Д-23;ТК Петровский;;ИП Липадат С.Л.;Лепнина интерьерная, фасадная;"9264256637; 9032397957";lipadat@mail.ru;lipadat@mail.ru;;08:00 - 21:00;;3109
48099;Москва, Лепнина ТК Бессарабка (ИП Липадат) ;Московская обл., Павловская Слобода, улица Ленина, 76/2, пав. 19-21;ТК Бессарабка;;ИП Липадат;Лепнина;"9267226081; 9268397749";lipadat@mail.ru;lipadat@mail.ru;;09:00 - 20:00;;3109
49066;"Пенза, ИП Асаева Н.Е., ООО &quot;ДЕКОР&quot; ";ул. Плеханова, д.14, этаж 1, ;Самостоятельные торговые точки;;"ИП Асаева Н.Е., ООО ""ДЕКОР""";м-н Центр Обоев;8412200777;coevroplast@yandex.ru;coevroplast@yandex.ru;centroboev.ru;09:00 - 19:00;;3180
49261;Пермь, ИП Катаев А.А. ;ул. Н. Островского, 44а, 2-этаж;отдельно стоящее здание;а/заправка на ул. Тихой;ИП Катаев А.А.;ВИЗАРД;3422141400;plotnikov_wizard@mail.ru;plotnikov_wizard@mail.ru;;10:00 - 19:00;;3182
49775;Сочи, Dom&Decor (ИП Кириков) ;ул. Гагарина, 71, центральный вход, 1 этаж;;;ООО «Дом Декора», ИП Кириков;Dom&Decor;"9615331115; 9628581641";salon-sochi@decorinfo.ru;salon-sochi@decorinfo.ru;www.evroplast-krd.ru;09:00 - 18:00;;3202
49776;Анапа, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9628581640; 9184490047";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 19:00;;6157
49777;Армавир, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 19:00;;3685
49778;Владикавказ, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9898017208; 9184490047";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;;6681
49779;Геленджик, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9628581640; 9184490047";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 19:00;;6679
49784;Ейск, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;;47495
49787;Кропоткин, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;10:00 - 19:00;;6159
49789;Майкоп, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;10:00 - 19:00;;6561
49790;Нальчик, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9898017208; 9184490047";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;;3258
49791;Новороссийск, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9628581640; 9184490047";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;;6124
49792;Пятигорск, Dom&Decor (ИП Кириков) ;ул. Беговая, д. 12а;;;ООО «Дом Декора», ИП Кириков;Dom&Decor;"9628581644;9898017208";salon-pgt@decorinfo.ru;salon-pgt@decorinfo.ru;evroplast-krd.ru;09:00 - 18:00;;3733
49793;Туапсе, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;;6759
49794;Черкесск, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9898017208; 9184490047";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;;47496
50129;"Химки, ООО &quot;ГК РЕВАДО&quot;,  ООО &quot;РЕМОНТ ВАШЕГО ДОМА&quot; ";г. Химки, Вашутинское шоссе, владение 18А, павильон В13;Строительный рынок «Химкинский двор»;;"ООО ""ГК РЕВАДО"", ООО ""РЕМОНТ ВАШЕГО ДОМА""";РеВаДо;"4951206664; 4952498888";info@revado.ru;zakaz@revado.ru;e-dz.ru;09:00 - 19:00;;3109
52330;Москва, ТЦ Мебель Сити (Термокит) ;Дмитровское шоссе, д. 118, корп. 1, 1 этаж;"Торговый центр ""Мебель Сити""";;"ООО""Термокит""";Термокит;"74951353333; 88007751411";opt@termokit.ru;opt@termokit.ru;www.termokit.ru;09:00 - 21:00;;3109
52539;Великие Луки, Магазин-студия ЭКЛЕКТИКА (Октябрьский пр-т)  ;Октябрьский пр-т, д. 138;;;"ООО ""Эклектика Плюс"" ";Магазин-студия ;9062248579;;;;09:00 - 18:00;;52538
52572;"г. Егорьевск, СР &quot;Хозяин&quot; (Компания &quot;Седьмое небо&quot; ИП Пулькин П.В.) ";г. Егорьевск,  ул. А.Невского, д. 2, пав. 70;"Строительный рынок ""Хозяин""";;"Компания ""Седьмое небо"" ИП Пулькин П.В.";"Строительный рынок ""Хозяин"" пав. 70";"9854591003; 9250502472";info@eu-kraski.ru;yarri@inbox.ru;yarri@inbox.ru;08:00 - 18:00;;3109
52573;г. Коломна, Евро-Краски (И.П. Селифанова Е.В.) ;г. Коломна, Октябрьской революции, 387а, пав. 1;"Торговый Комплекс ""Коломенский Строитель""";;И.П. Селифанова Е.В.;Евро-Краски;"9175083050; 9261546125";info@eu-kraski.ru;info@eu-kraski.ru;eu-kraski.ru;09:00 - 17:00;;3109
52574;"Московская область, г. Орехово-Зуево, ТЦ &quot;АНГЛИЙСКИЙ ПАССАЖ&quot; (ИП Черный А.В.) ";г. Орехово-Зуево, ул. Ленина, д. 90, 1 этаж;"Торговый центр ""АНГЛИЙСКИЙ ПАССАЖ""";1-й павильон справа на 1-м этаже;ИП Черный А.В.;Планета красок;"9688561406; 4997555227";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;09:00 - 18:00;;3109
52575;Московская область, г. Солнечногорск, Лепнина (ИП Григорян С.А.) ;г. Солнечногорск, ул. Красная, владение 1, пав. 11;"Торговый центр ""ПОСТРОЙКА""";;ИП Григорян С.А.;Лепнина;"9261815352; 9259315455";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;08:00 - 21:00;;3109
53162;"Салехард, ООО «Новый Рим» (Компания &quot;Арт Триумф&quot;) ";ул.Республики, д. 77, 1 этаж;" Интерьерный салон ""Арт Триумф""";;ООО «Новый Рим»;"Компания ""Арт Триумф""";"3492261971; 9028161971";rommus4371@mail.ru;rommus4371@mail.ru;art-triumph.com;10:00 - 19:00;;53164
54367;"Москва, ТК &quot;Никольский Парк&quot;  (ИП Оленев А.Е.) ";г.Балашиха, Носовихинское шоссе, д. 4, павильон 3-63;"ТК ""Никольский Парк""";;ИП Оленев А.Е.;Вывеска Лепнина;"9258432810; 9263971001";lepmarket2014@gmail.com;lepmarket2014@gmail.com;;09:00 - 18:00;;3109
54370;"Москва, ТК &quot;Конструктор&quot; (ИП Оленев А.Е.) ";"25км МКАД, внешняя сторона, ТК ""Конструктор"", павильон Б1-18 галерея на улице";"ТК ""Конструктор""";;ИП Оленев А.Е.;Лепнина;"4957804271; 4957804270";lepmarket2014@gmail.com;lepmarket2014@gmail.com;;10:00 - 21:00;;3109
54371;"Москва, Рынок &quot;Каширский дом - №2&quot; (ИП Оленев А.Е.) ";Каширское шоссе, д. 1, Каширский двор 2, павильоны №8-12;Рынок Каширский Двор №2;;ИП Оленев А.Е.;Лепнина;"9263419647; 9257124778";lepmarket2014@gmail.com;lepmarket2014@gmail.com;;09:00 - 18:00;;3109
56899;"Раменское, ООО &quot;ПЛАНЕТА ДЕКОРА&quot; ТК &quot;Стройдвор&quot; ";Московская область, г. Раменское, ул. Транспортный проезд, д. 1-Б;"Офис и склад на территории ТК ""Стройдвор""";Складской комплекс за автомойкой;"ООО ""ПЛАНЕТА ДЕКОРА""";Лепнина;"4997555227; 8002225227";planeta-decora@mail.ru;planeta-decora@mail.ru;planeta-decora.ru;08:30 - 17:00;;3263
58414;Московская обл., Ногинск, 52 км Горьковского шоссе, (ИП Хапачева О.М.) ;Московская область, 52 км Горьковского шоссе, пав.5;"на площадке ""ЛЕРУА МЕРЛЕН"", ТЦ ""Мебель гуд""";;ИП Хапачева О.М.;Лепной декор;"9646441893; 9858039237";planeta-decora@mail.ru;planeta-decora@mail.ru;planeta-decora.ru;10:00 - 20:00;;3109
58799;"Новокузнецк,  магазин &quot;Ламинат-НК&quot; (ООО &quot;СКД плюс&quot;) ";проспект Строителей, д. 55а, этаж 1;"БЦ ""Новый офис""";;"ООО ""СКД плюс""";"магазин ""Ламинат-НК""";3843460792;skdplus@yandex.ru;opt@evroplast-nsk.ru;www.laminat-nk.ru;09:00 - 19:00;;3696
58801;"Новокузнецк, дизайн-студия &quot;Zeta Style&quot; (ООО&quot;Зета-Стиль&quot;) ";пр-кт Н.С.Ермакова, д. 22;;;"ООО""Зета-Стиль""";"дизайн-студия ""Zeta Style""";3843328727;zeta-style@mail.ru;opt@evroplast-nsk.ru;;10:00 - 19:00;;3696
59643;Туймазы, магазин КЕРАМА МИКС (ИП Добрин Р.Е.) ;ул. Островского, д. 81, этаж 2 (стенд);;Тубанкуль;ИП Добрин Р.Е.;магазин КЕРАМА МИКС;9174767707;r.dobrin2014@yandex.ru;rozetufa@gmail.com;;09:00 - 19:00;;59639
59710;Москва, рынок Мельница (Теплый стан) (ИП ОЛТУ И.В.) ;41 км МКАД, 4с.14, пав. Б-23/3;рынок Мельница (Теплый стан);"""Прима Лепнина"" в яндекс навигаторе ";ИП ОЛТУ И.В.;Б-23/3;"4954112741; 9169421322";igolt@mail.ru;igolt@mail.ru;www.Lepninatop.ru;08:00 - 19:00;;3109
59713;Подольск, ТЦ Молоток 2 (ИП ОЛТУ И.В.) ;г. Подольск, проезд Авиаторов, 1, пав. А-32;"ТЦ ""МОЛОТОК 2""";;ИП ОЛТУ И.В.;А-32;"4954112741; 9169421322";igolt@mail.ru;igolt@mail.ru;www.Lepninatop.ru;09:00 - 20:00;;3109
59715;Москва, г. Люберцы, Строймаркет (ИП ОЛТУ И.В.) ;г.Люберцы, Новорязанское шоссе, 25-й километр, с16, пав. 27Б, 16Б;Строймаркет;;ИП ОЛТУ И.В.;27Б, 16Б;"4954112741; 9169421322";igolt@mail.ru;igolt@mail.ru;www.Lepnina-store.ru;09:00 - 19:00;;3109
63561;Москва, рынок Мельница (Славянский мир) (ООО ЕВРОДЕК) ;МКАД 41 км в нешняя сторона, 4 С30, пав. Б 1/3;  Рынок  МЕЛЬНИЦА (Славянский мир)  ;Заезд со МКАДа направо до конца ряда  ;ООО ЕВРОДЕК;ЛЕПНИНА ;9091528234;lepno@mail.ru;lepno@mail.ru;www.lepno.ru;09:00 - 19:10;;3109
63565;Московская обл, Новоивановское, МОЖАЙСКИЙ ДВОР (ООО ЕВРОДЕК) ;Московская обл., Можайское шоссе, рабочий посёлок Новоивановское, ул. Западная, с100, цокольный этаж, пав. D2;МОЖАЙСКИЙ ДВОР;;ООО ЕВРОДЕК;ЛЕПНИНА ;9263436082;lepno@mail.ru;lepno@mail.ru;www.lepno.ru;09:00 - 19:10;;3109
64047;"Москва,  ТК &quot;МЕЛЬНИЦА&quot; (ИП Бирюкова Е.В..) ";"МКАД, 41 км, Внешняя сторона, ТК ""МЕЛЬНИЦА"", павильон Г15/1";"ТК ""МЕЛЬНИЦА""";"Яндекс навигатор ""Центр лепнины""";ИП Бирюкова Е.В.;Лепнина;9629630555;info@lepnina.center;info@lepnina.center;lepnina.center;09:00 - 19:00;;3109
64755;"Лениногорск, Магазин &quot;Каскад&quot; (ИП Мягдеев М.Р.) ";ул. Чайковского, д. 1;Отдельно стоящее здание, магазин;;ИП Мягдеев Марат Равилевич;"Магазин ""Каскад""";8559525662;kaskad.dubochki@mail.ru;kaskad.dubochki@mail.ru;;08:00 - 19:00;;64754
64956;Нижний Тагил, Студия San Marco (ИП Калакуцкий М.А.) ;ул. Октябрьской революции, д.66 (5 этаж), образцы, инсталляция;ЦУМ;"Торговый центр ""ЦУМ""";ИП Калакуцкий М.А.;Студия интерьерных решений San Marco;3435421248;dp2815@yandex.ru;info@evroplast-ekaterinburg.ru ;color-nt.ru;10:00 - 19:00;;3522
64957;Нижний Тагил, магазин SULTAN (ИП Султанов А.Р.) ;ул. Ленина, д.13 (2 этаж), образцы, инсталляция;;;ИП Султанов А.Р.;магазин отделочных материалов SULTAN;3435379041;info@isultan.ru;info@evroplast-ekaterinburg.ru ;isultan.ru;10:00 - 19:00;;3522
64993; г. Серов, Салон Марабу (ИП Михайлова Н.С.) ;ул. Карла Маркса, 26, офис 4 (образцы);;;ИП Михайлова Н.С.;Салон Интерьерных решений Марабу;3438575363;marabu-tdrus@mail.ru;info@evroplast-ekaterinburg.ru ;;10:00 - 19:00;;64992
64995;"г. Качканар, Магазин обоев &quot;ТехностройДекор&quot; (ООО &quot;Технострой-Декор&quot;) ";ул. Качканарская, 2б (образцы);;;"ООО ""Технострой-Декор""";"Магазин обоев ""ТехностройДекор""";3434131051;tsdekor@bk.ru;info@evroplast-ekaterinburg.ru ;;10:00 - 19:00;;64994
64997; г. Новоуральск, Салон Да Винчи (ТЦ Территория) ;ул. Комсомольская, 18, 2 этаж (образцы);ТЦ Территория;;"ООО ""ДаВинчи""";Салон интерьера и мебели Да Винчи;"3437075115; 9041719907";salon66@bk.ru;info@evroplast-ekaterinburg.ru ;davinchi66.ru;11:00 - 19:00;;64996
64998;" г. Новоуральск, магазин &quot;Строй Решение&quot; (ИП Дедюхина А.И.) ";ул. Крупской, 11 (образцы, инсталляция);;;ИП Дедюхина А.И.;"магазин ""Строй Решение""";3437091934; str-nv@bk.ru;info@evroplast-ekaterinburg.ru ;stresh.info-torg.ru;10:00 - 19:00;;64996
64999;"Первоуральск, магазин &quot;Галерея Керамики&quot; (ИП Францкевич М.А.) ";ул. Ленина, д.25а, образцы;;;ИП Францкевич М.А.;"магазин ""Галерея Керамики""";3439221332;luxkeramika@yandex.ru;info@evroplast-ekaterinburg.ru ;gk196.ru;09:00 - 20:00;;3556
65001;г. Лесной, компания ART Дизайн  ;ул. Ленина, 5а (образцы);;;"ООО ""ART Дизайн""";компания ART Дизайн;3434270833;artdesign4@yandex.ru;info@evroplast-ekaterinburg.ru ;artlesnoy.ru;11:00 - 19:00;;65000
65003;"г. Ирбит, &quot;Центр дизайна&quot; (ИП Кузеванова В.А.) ";ул. Советская, 94;"""Центр дизайна""";;ИП Кузеванова В.А.;"""Центр дизайна""";"3435570077; 9588837447";info@70077.ru;info@70077.ru;70077.ru;10:00 - 18:30;;65002
