IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP172;IP_PROP173;IP_PROP175;IP_PROP113
6689;"Белгород, ООО ""ВК Хим"", ул. Конева";улица Конева, д. 1а;ТЦ «Твой Дом»;;"ООО ""ВК Хим""";отдел Архдекор;9036421137;vkhim2008@yandex.ru;vkhim2008@yandex.ru;archdekor.ru;10:00 - 19:00;Выходной;Выходной;;3116
6693;"Ереван, ExteriorGroup-1 (ООО ""Экстериер Групп"")";пр. Комитаса , д. 3/104;ExteriorGroup-1;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410222801; 37410222801";exterior-s@mail.ru;info@exterior.am;;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;;6692
6694;"Ереван, ExteriorGroup-2 (ООО ""Экстериер Групп"")";пр. Комитаса , д. 3/122;ExteriorGroup-2;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410270112; 37410270112";;info@exterior.am;;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;;6692
6695;"Ереван, ExteriorGroup-3 (ООО ""Экстериер Групп"")";ул. Рубинянца, д. 15/3;ExteriorGroup-3;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410205667; 37496205667";;info@exterior.am;;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;;6692
6696;"Ереван, ExteriorGroup-4 (ООО ""Экстериер Групп"")";ул. Нар-Дос, д. 75/164;ExteriorGroup-4;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410550477; 37496517705";;info@exterior.am;;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;;6692
6697;"Ереван, ExteriorGroup-5 (ООО ""Экстериер Групп"")";ул. Вардананца, д. 22 176/1;ExteriorGroup-5;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";37496202701;;info@exterior.am;;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;;6692
6698;"Ереван, ExteriorGroup-6 (ООО ""Экстериер Групп"")";ул. Аршакуняца, д. 210/1;ExteriorGroup-6;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37410486700; 37410486700";;info@exterior.am;;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;;6692
6699;"Ереван, ExteriorGroup-7 (ООО ""Экстериер Групп"")";ул. З.Андраника, д. 147/2;ExteriorGroup-7;;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";"37411721535; 37496705509";;info@exterior.am;;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;;6692
6700;"Ереван, ExteriorGroup-8 (ООО ""Экстериер Групп"")";ул. Аршакуняца, 17А 229;"ExteriorGroup-8 торговый центр ""Петак""";;"ООО ""Экстериер Групп""";"сетевые магазины ""Экстериер Групп""";37499572001;;info@exterior.am;;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;;6692
6701;Ереван, Давид Анахти (Валан Декор студия);ул. Давид Анахти, д. 23/10;;;Валан Декор студия;магазин студия;"37460543512;  37496004081";valandekor@gmail.com ;info@exterior.am;;09:00 - 19:00;10:00 - 18:00;10:00 - 18:00;;6692
6706;Ашхабад, Магазин Ussat (ЧП Чарлиев И.Е.);10-й ыллык Абаданчылык, д. 128, 1-й этаж;;;Частный предприниматель Чарлиев И.Е.;Магазин Ussat;"99365609066; 99366402204; 99312483104";juma6868@mail.ru;juma6868@mail.ru;;10:00 - 19:00;10:00 - 16:00;Выходной;;6705
6716;"Бишкек, ТД ""Галерея"" (ОсОО ""Галерея"")";7 микр-н, Ортосайский рынок;Торговый дом;Пересечение ул. Жукеева-Пудовкина / ул.Донецкая ;"ОсОО ""Галерея""";"ТД ""Галерея""";"996312576461;  996312899230";;zakaz.evokz@mail.ru;www.gallery.kg;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;6714
6717;"Ош, Магазин «REdeco»  (ОсОО ""Дом света"")";ул. Шакирова, д. 108а; ТД «Ош Таатан»;;"ОсОО ""Дом света""";Магазин «REdeco» ;996555087378;;zakaz.evokz@mail.ru;www.gallery.kg;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;6715
6718;Тамбов, Парад Цвета;улица Агапкина, д. 14;;;Парад Цвета;Парад Цвета;9629939739;;;;09:00 - 18:00;09:00 - 15:00;09:00 - 15:00;;3211
6719;"Актау, Салон ""Гармония"", ИП Булкаев";17 микрорайон, д. 7 (1 этаж), офис 102;ЖК Грин Парк;;ИП Булкаев;"Салон ""Гармония""";"7292332152; 7011486856";zakaz@evp.kz;zakaz@evp.kz;;10:00 - 19:00;10:00 - 18:00;11:00 - 17:00;;3687
6720;Актобе, ИП Мамбеталина К.Б;проспект А.Молдагуловой, 57В (пятиэтажное строение);Жилой дом;район облГАИ;ИП Мамбеталина К.Б;Дизайн студия Реал Декор ;"7132908002; 70111703917";;zakaz.evokz@mail.ru;;10:00 - 19:00;09:00 - 18:00;09:00 - 18:00;;3691
6721;Актобе, ТОО НАК Интерьер;мкр.12 Кен Дала, 32 (шестиэтажное здание);Жилой дом;"возле ТД ""Автосити""";ТОО НАК Интерьер;Салон Симплекс;"7784120509; 7132775708";;zakaz.evokz@mail.ru;;09:00 - 18:00;09:00 - 17:00;Выходной;;3691
6722;Актобе, ИП Елатомцев;проспект А.Молдагуловой, 5 (девятиэтажное здание);Жилой дом;5-й мирорайон;ИП Елатомцев;"Студия интерьера ""Деко Рум""";"7132518889; 7089206854";;zakaz.evokz@mail.ru;;10:00 - 19:00;10:00 - 19:00;Выходной;;3691
6723;Атырау, ТОО НАК Интерьер;ул. Канцева , д. 1, бутик 3-4 (5-этажное);Жилой дом;;ТОО НАК Интерьер;"магазин ""Эко Мебель""";"7122354171; 7014929725";;zakaz.evokz@mail.ru;;09:00 - 19:00;09:00 - 18:00;Выходной;;6325
6724;Атырау, ТОО ROOMODA;ул. Фролова, 8/10 (2-этажное);ТЦ Жанар;р-н Рахата;ТОО ROOMODA;"Магазин ""ROOMODA"" ТЦ Жанар (2 этаж)";7017189065;;zakaz.evokz@mail.ru;;10:00 - 19:00;10:00 - 19:00;Выходной;;6325
6725;Атырау, ИП Кабдуллина; мкр. Авангард, ул. Курмангазы, 39 (1-этажное);магазин Ак Орда;мкр. Авангард;ИП Кабдуллина;магазин Ак Орда;7071277457;;zakaz.evokz@mail.ru;;09:00 - 19:00;09:00 - 19:00;10:00 - 17:00;;6325
6726;"Караганда, ИП ""Studio MAGO""";ул. Воинов-Интернационалистов, 31. Торговый дом Asia, 1 этаж, бутик 108;"Торговый дом ""Азия""";паралелльно Бухар Жирау;"ИП ""Studio MAGO""";Studio MAGO;"7010121444; 7212972954";;zakaz.evokz@mail.ru;;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3347
6727;Караганда, ИП Жусупбекова ;ул. Бухар-жырау 92/2 (Опарт отель, вход с торца здания) офис 12;Опарт Отель;"возле магазина ""Город Таир""";ИП Жусупбекова;Arte Italiano;"7017818680; 7212506199";;zakaz.evokz@mail.ru;;10:00 - 18:00;10:00 - 18:00;Выходной;;3347
6729;Кызылорда,  ТОО «АбсолютСтройГрупп»;ул. Бекзатхан Аскар, д. 45, этаж 1;Торговый центр;; ТОО «АбсолютСтройГрупп»;магазин Би-Нель;"7772352642; 7025554392";;zakaz.evokz@mail.ru;;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;;6728
6730;"Кызылорда,  ИП "" Муратова А""";ул. М.Шокая, д. 33-А, этаж 2, пав. 4,6;Торговый центр;;"ИП "" Муратова А""";Дизайн-студия Айгуль Муратовой;"7758489397; 7779298060";;zakaz.evokz@mail.ru;"""инстаграмм muratova_dizign_studio""";10:00 - 18:00;10:00 - 18:00;10:00 - 18:00;;6728
6731;Тараз, ИП Насыров Тахир;ул. Кунаева, 43, ТД BOSS (2 этаж);Торговый дом;;ИП Насыров Тахир;"""Мастерская уюта""";"7717653322; 7773520908";;zakaz.evokz@mail.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;;3314
6732;Шымкент, ИП Кудинов;ул. Толстого, 35 (цокольный и 2 этаж);"В здании магазина ""Colombini Casa""";пересечение с ул. Казыбек Би;ИП Кудинов;" ""Мастер Лес Interiors""";"7029143544; 7252394455";;zakaz.evokz@mail.ru;master-les.kz;10:00 - 19:00;10:00 - 19:00;Выходной;;3312
6734;Экибастуз,  ИП Лаврова Н.;ул. Ауэзова, д. 49, корпус 7, этаж 1;жилой дом (6-этажное здание);;ИП Лаврова Н.;"Магазин ""Краски""";"7187400030; 7474384307";;zakaz.evokz@mail.ru;;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;;6733
6735;"Семипалатинск,  ИП ""Климат Контроль"""; ул. Б.Момышулы, 41/1, корпус 1;Жилой дом;;"ИП ""Климат Контроль""";"""Премиум""";"7222320592; 7478520137";;zakaz.evokz@mail.ru;;09:00 - 18:00;10:00 - 18:00;Выходной;;6383
6745;"Кызылорда,  ИП ""Бектаева"""; ул. Байтурсынова, д. 47, пав.104 (этаж 1);Бизнес центр;;"ИП ""Бектаева""";Салон Интерьер декор плюс;"7783137475; 7775303230";;zakaz.evokz@mail.ru;;10:00 - 19:00;10:00 - 19:00;выходной;;6728
6746;"Нижний Тагил, ООО ""Велес""";ул. Юбилейная, 51А;интернет магазин;"Торговый центр ""ЦУМ""";"ООО ""Велес""";интернет магазин Luxstroy;"9506485424; 9049845659";skrytyi@yandex.ru;info@evroplast-ekaterinburg.ru ;www.luxstroy.me;10:00 - 18:00;Выходной;Выходной;;3522
6747;"Подольск, Салон интерьера ""Лепной Декор"" (ИП Горелова Т.В.)";г. Подольск, ул. Большая Серпуховская, 229, 17-й км., пав. П 19;"ТЦ ""Елисаветинский""";напротив гипермаркета Глобус;ИП Горелова Т.В.;П 19;"89266801241; 89687106631";89266801241@yandex.ru;89266801241@yandex.ru;best-lepnina.ru;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;;3109
6748;"Махачкала, ИП Шихрагимова М.Д., Магазин ""Центр лепнины ""Барокко""";пр. Амет-хана Султана, 17;;Проспект Амет-хана Султана, напротив АЗС PULSAR;ИП Шихрагимова Марина Дарвиновна;"Магазин ""Центр лепнины ""Барокко""";;barokko05@yandex.ru;info@lepidecor.ru;Сайт на стадии разработки;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;;6265
6752;"Элиста, Салон-магазин ""Мир обоев""";ул.Ю. Нейман, д.6 (этаж 1);Торговый дом;;ИП Железная Л.Н.;"Салон-магазин ""Мир обоев""";8472227880;stroyarsenal08@mail.ru;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3431
6753;Волжский, ИП Жуков А.В.;ул. Оломоуцкая, д. 7г (этаж 1);;;ИП Жуков А.В.;«ИЗБА»;9270633462;azhukov@inbox.ru;azhukov@inbox.ru;;11:00 - 19:00;11:00 - 16:00;Выходной;;3422
6774;Москва, Склад Европласт (с. Булатниково);Московская область, Ленинский район, с/п Булатниковское, с. Булатниково, ул. Центральная, дом №1В, стр. №10;;;"ООО ""Декор""";"Европласт ""Склад""";;;;evroplast.ru;;;;;3109
6775;Москва, д.Черная Грязь  (ИП Буренкова Л.М.);д. Черная Грязь, Ленинградское ш., 13 км от МКАД, поворот на ПИКИНО;Строительный рынок  (верхние ряды), д.Черная Грязь;"запрвка ""НЕФТЬМАГИСТРАЛЬ""";ИП Буренкова Л.М.;"""Лепнина""";9672143346;cherngraz@gmail.com;;;"09:00 - 19:00 (лето); 09:00 - 18:00 (зима)";"09:00 - 19:00 (лето); 09:00 - 18:00 (зима)";"09:00 - 19:00 (лето); 09:00 - 18:00 (зима)";;3109
6778;"Москва,  (ООО ""ПРОГРЕСС"")";проспект Маршала Жукова, д. 52, этаж 2;Торговый центр;;"ООО ""ПРОГРЕСС""";Торговый центр;"4952279595;  9154054478; 9851150077";"2279595@gmail.com; svet.okna.info@gmail.com";2279595@gmail.com;;11:00 - 21:00;11:00 - 21:00;11:00 - 19:00;;3109
6779;"Кемерово, Студия ""ГрандДекор"" (ООО ""Гермес"")";улица Черняховского, д. 3, этаж 1;Магазин;;"ООО ""Гермес""";ГрандДекор;"3842359663; 3842752928";lepnina@granddekor.ru ;lepnina@granddekor.ru ;granddekor.ru;10:00 - 19:00;11:00 - 17:00;Выходной;;3145
6780;"Астрахань, центр дизайна ""DECOLE"" ";улица Адмиралтейская, д. 30, этаж 1 ;;;"ООО ""Голдстрим""";"центр дизайна ""DECOLE""";8512298867;astra@decole.ru;astra@decole.ru;www.decole.ru;10:00 - 18:00;10:00 - 14:00;Выходной;;3333
6790;"Владивосток, салон ""Oberline"" (ООО ""Строй-Дом"")";ул. Русская, д. 87В, этаж 2;"Торговый центр ""Багратион""";;"ООО ""Строй-Дом""";"салон ""Oberline""";"4232573666; 4232377777";;zakaz@china-story.ru;;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;;6789
6792;"Новокузнецк, Интерьерный салон ""Модные обои"" (ООО ""СКД плюс"")";проспект Н.Ермакова, д. 30а, этаж 1;"ТПЦ ""Виктория""";;"ООО ""СКД плюс""";"салон ""Модные обои""";"3843328020; 3843460792";novoboi@yandex.ru;opt@evroplast-nsk.ru;www.nov-oboi.ru;10:00 - 19:00;10:00 - 18:00;10:00 - 18:00;;3696
6794;"Новокузнецк, интерьерный салон ""DeLuxe"" (ООО ""ДеЛюкс"")";улица Воробьева, д. 3, этаж 1;;;"ООО ""ДеЛюкс""";"интерьерный салон ""DeLuxe""";3843722727;salon@deluxenk.ru;opt@evroplast-nsk.ru;www.deLuxe.ru;09:00 - 18:00;Выходной;09:00 - 18:00;;3696
6802;"Ленинск-Кузнецкий, ""Derufa"" (ИП Попов Е.О.)";проспект Кирова, д. 108, корпус А, этаж 1;торгово-отделочная компания;;ИП Попов Е.О.;Derufa;3845670007;popov_lk@mail.ru;lepnina@granddekor.ru ;;09:00 - 19:00;10:00 - 17:00;10:00 - 17:00;;6798
6803;Юрга, ДиоР (ИП Гоциридзе И.С.);улица  Московская, д. 21, этаж 1;салон-магазин;;ИП Гоциридзе И.С.;ДиоР;3845142503;dior987@mail.ru;lepnina@granddekor.ru ;;10:00 - 19:00;11:00 - 16:00;11:00 - 16:00;;6799
6804;Полысаево, Строитель (ИП Шахов С.В.);улица Крупской, д. 129, этаж 1;магазин;;ИП Шахов С.В.;Строитель;9236027717;stroitel_lk@mail.ru;lepnina@granddekor.ru ;;09:00 - 18:00;09:00 - 18:00;09:00 - 17:00;;6800
6805;"Анжеро-Судженск, ""Эконом-строй"" (ИП Головин С.В.)";улица Горняцкая, д. 4, этаж 3;магазин;;ИП Головин С.В.;"""Эконом-строй""";3845364545;ira.golovina.83@mail.ru;lepnina@granddekor.ru ;;09:00 - 17:00;09:00 - 18:00;09:00 - 18:00;;6801
6806;"Москва, МФТК ""Каширский двор"" (Европласт)";Каширское ш, д. 19, корп. 1, 2-й этаж, павильон 2-С90;"МФТК ""Каширский двор""";;"ООО ""Декор""";"Фирменный салон ""Европласт""";4956408851;kdvor@decor-evroplast.ru ;kdvor@decor-evroplast.ru ;www.evroplast.ru;09:00 - 21:00;09:00 - 21:00;09:00 - 21:00;;3109
6813;Тамбов, Престиж Декор (ИП Куприна О.В.);улица Мичуринская, д. 87;;;ИП Куприна О.В.;Престиж Декор;4752-531717;;;;09:00 - 18:00;09:00 - 15:00;09:00 - 15:00;;3211
6814;Тамбов, Престиж Декор (ИП Куприна О.В.);ул. Н.Вирты, 201 А;;;ИП Куприна О.В.;Престиж Декор;4752-511000;;;;09:00 - 18:00;09:00 - 15:00;09:00 - 15:00;;3211
6816;"Череповец, Салон ""Обои Лайк"" (ИП Малкова Т.Г.)";ул.Батюшкова, 11;;;ИП Малкова Т.Г.;"Салон ""Обои Лайк""";8202441450;malkova1004@mail.ru;evroplast.35@mail.ru;oboi.reestr35.ru;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;;3443
6822;"Ижевск, ООО ""Дженти"", СЦ «Азбука ремонта»";ул. Молодежная, 107б, этаж 2, пав. 213;Строительный центр «Азбука ремонта»;второй этаж, справа от дальнего эскалатора;ООО «Дженти»;«Дженти»;9128565213;domdekora@djenti.ru;domdekora@djenti.ru;www.djenti.ru;09:00 - 20:00;09:00 - 20:00;10:00 - 19:00;;3133
6825;"Тобольск, ""Строй Стиль"" (ИП Бакиев Р.Р.)";"Ул.Семена Ремезова, 123, стр.2, корпус ""Стрела"", пав. №8";"ТЦ ""Ермак""";;ИП Бакиев Р.Р.;"""Строй Стиль""";9199468577;bakievaalla@mail.ru;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3616
6832;Тула, Магазин ЛЕПНИНА (И.П. Новиков Р.В.);ул. Мосина, д. 2, 1 этаж;Магазин Лепного Декора;;И.П. Новиков Р.В.;Магазин ЛЕПНИНА;"9255094511; 9207779362; 9255060319";lepnina89@maill.ru;lepnina89@maill.ru;www.europlast-lepnina.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3217
6834;"Арсеньев, салон ""салон Арс-Деко"" (ИП ИВАКИН И.В.)";ул. Садовая, д. 23;Торговая точка (магазин);;ИП ИВАКИН И.В.;"салон ""Арс-Деко""";4236153194;ars-deco@bk.ru;ars-deco@bk.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;;6833
7117;"Саратов, ООО ""Дизайн-Паркет"" Клондайк";улица Кутякова, д. 94, этаж 1;;Магазин находится на ул. Кутякова, между ул. Чапаева и ул. Рахова;ООО «Дизайн Паркет»;Клондайк;"9372255400; 9372250760";;;;09:00 - 19:00;09:00 - 18:00;09:00 - 18:00;;3194
7645;Москва, В 42 (ИП КАЮМОВ А. А.);"Строительный двор ""Петровский"", Пав. В42,  9 km. Новорижского шоссе, в сторону Николо-Урюпино, Поздняково.";ТК Петровский;;ИП КАЮМОВ А. А.;В 42;"9299506119; 9261743368";lepninav42@mail.ru;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3109
12283;"Бишкек, Салон отделочных материаллов ""ПРЕМЬЕРА"" (ОсОО ""ЕвоТек"")";ул. Уметалиева, д. 84;Салон;Угол ул. Киевская;"ОсОО ""ЕвоТек""";"Салон отделочных материаллов ""ПРЕМЬЕРА""";"996312902501; 996312902502; 996770775075; 996556775075";;zakaz.evokz@mail.ru;www.evp.kg;10:00 - 19:00;10:00 - 17:00;Выходной;;6714
14760;Тамбов, ИП Дудник И.П.;улица Советская, д. 39;;;ИП Дудник И.П.;ИП Дудник И.П.;89106528893;;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3211
15678;Рязань, салон «ПЛИТКА-ПАРКЕТ»;ул. Полонского, д. 12, 1 этаж;салон «ПЛИТКА-ПАРКЕТ»;;"ООО ""Зеленый коридор""  ИП Фетисова Л.Г.";салон «ПЛИТКА-ПАРКЕТ»;4912460046;opt@cinti.ru ;opt@cinti.ru ;;09:00 - 18:00;Выходной;Выходной;;3189
17031;Москва, Маркет мск  (ИП Каюмов Альберт Асгатович);Тарный проезд, д. 11, офис 110 (1 этаж);;;ИП Каюмов Альберт Асгатович;Маркет мск ;"4994085382; 4951505097";market.msk.ru@gmail.com;;www.market.msk.ru;10:00 - 18:00;11:00 - 17:00;11:00 - 17:00;;3109
23267;Екатеринбург, ИП Мельников М.Ю. (Салон Европласт-Екатеринбург);пер.Базовый, 47А, 1 этаж;Салон магазин в административном здании;"большой банер ""Лепнина Европласт"" просматривается от центрального входа в Леруа Мерлен";ИП Мельников М.Ю.;Салон Европласт-Екатеринбург;3433463213;info@evroplast-ekaterinburg.ru;info@evroplast-ekaterinburg.ru;www.evroplast-ekaterinburg.ru;10:00 - 19:00;11:00 - 18:00;Выходной;;3129
23588;"г. Москва, поселение Мосрентген, д.Дудкино, ООО"" Артстрой-проект""";поселение Мосрентген, д.Дудкино, ул. Адмирала Корнилова, 1-й Километр Киевского шоссе;"выставочно-складской комплекс ""Строймастер""";;"ООО"" Артстрой-проект""";пав. А-48, А-125, А-141;"79688693883; 79684447733";ashot-mehrabyan@mail.ru;;;08:00 - 20:00;08:00 - 20:00;08:00 - 20:00;;3109
23589;"Москва, ВК ""Росстройэкспо"" (ООО ""Арт Декор Макс"")";Фрунзенская набережная, 30, пав.3, стенд 20;Росстройэкспо Фрунзенская;;;"ООО ""Арт Декор Макс""";"4957784000; 9151374753";Liser1975@mail.ru;Liser1975@mail.ru;;09:00 - 22:00;10:00 - 20:00;10:00 - 20:00;;3109
24224;"Петропавловск-Камчатский, ""Дизайн К Студия"" (ИП Кривдина Е.П.)";ул.Топоркова, 8/2 (цокольный этаж);Цокольный этаж жилого дома;"Девятиэтажное здание за РЦ ""Роллердром""";ИП Кривдина Е.П.;"""Дизайн К Студия""";"4152228349; 9098328512";dk-studio@yandex.ru;evroplast_kam@mail.ru;www.evroplast.ru;10:00 - 20:00;11:00 - 18:00;Выходной;;24220
24486;"Омск, Отдел оптовых продаж (ООО ""Мир профиля"")";улица Октябрьская, д. 125 (2 этаж);;;"ООО ""Мир профиля""";Отдел оптовых продаж;"3812484444; 9026777077";evroplast-omsk@ya.ru;evroplast-omsk@ya.ru;evroplast-omsk.ru;10:00 - 19:00;Выходной;Выходной;;3172
25945;"Павлодар, шоу-рум DREAM HOUSE (ТОО ""DREAM HOUSE KZ"")";ул. М.Исиналиева, д. 58, этаж 2;"ТД ""Арай""";"за ТД ""Квазар"", въезд с ул.Пахомова, центральный вход";"ТОО ""DREAM HOUSE KZ""";шоу-рум DREAM HOUSE;"7768172748; 7182782952";zakaz@dream-house.kz;;;10:00 - 19:00;11:00 - 15:00;Выходной;;6331
26967;"Омск, Центр современного интерьера и дизайна ""Люксоро Интерьер""";улица Пушкина, д. 137 (1 этаж);"Торговая галерея ""Сибирская пирамида""";;"ООО ""Люксоро Интерьер""";"Центр современного интерьера и дизайна ""Люксоро Интерьер""";"3812210294; 3812246337"; info@luxorointerior.com; info@luxorointerior.com;luxorointerior.com;10:00 - 19:00;10:00 - 19:00;Выходной;;3172
27546;"Москва,  г. Красногорск, Отдел: Стройматериалы (ООО ""Декор"")";г. Красногорск, ул. Международная, д.6 (66 км МКАД), 1 этаж;"ТК ""Твой Дом""";"Напротив ТК ""Крокус Сити Молл""";"ООО ""Декор""";Отдел: Стройматериалы;;;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3109
27547;"Московская обл, Ленинский р-н, пос. Совхоза им. Ленина (ООО ""Декор"")";Московская обл., Ленинский р-н, пос. Совхоза им. Ленина (24 км МКАД), д. 2, этаж 1, Отдел: Стройматериалы;"ТК ""Твой Дом""";"Напротив ТК ""Вегас""";"ООО ""Декор""";Отдел: Стройматериалы;;;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3109
27551;"Мытищи, Отдел: Стройматериалы (ООО ""Декор"")";Городской округ Мытищи, Осташковское ш., вл. 2, стр. 1 (91 км МКАД), 2 этаж;"ТК ""Твой Дом""";Напротив Леруа Мерлен;"ООО ""Декор""";Отдел: Стройматериалы;;;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3109
27554;"Московская область, Красногорский район, Михалково дер., Отдел: Стройматериалы (ООО ""Декор"")";Красногорский район, Михалково дер., Новорижское ш., стр.1 (этаж 2);"ТК ""Твой Дом""";Мэйджор Сити;"ООО ""Декор""";Отдел: Стройматериалы;;;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3109
27797;"Казань, ул.Адоратского, 3 (ООО ""Европласт Декор"")";ул. Адоратского, д.3, 1 этаж;;"За ТК ""Савиново""";"ООО ""Европласт Декор""";Европласт Декор;"8435220454; 9874101414";5220454@mail.ru;5220454@mail.ru;evroplastrt.ru;09:00 - 19:00;09:00 - 19:00;10:00 - 17:00;;3260
27798;"Казань, ул. Аделя Кутуя, д. 72 (ООО ""Европласт Декор"")";ул. Аделя Кутуя, д. 72;;;"ООО ""Европласт Декор""";Европласт Декор;"8432053005; 9874101414";5220454@mail.ru;5220454@mail.ru;evroplast-rt.ru;09:00 - 19:00;09:00 - 19:00;10:00 - 17:00;;3260
28879;Москва, Мытищи, Лепной Декор (ИП Новиков Р.В.);Московская обл., Мытищи, ул. Коммунистическая, д. 25 Г, к. 9, пав.1;"Торгово-строительный комплекс ""Тракт-Терминал""";Рядом с Администрацией;ИП Новиков Р.В.;Лепной Декор;9169351313;9351313@gmail.com;lepnina89@mail.ru;www.Lepnoydom.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3109
28880;Тула, Магазин ЛЕПНИНА (И.П. Новиков Р.В.);ул. Мосина, д. 2, этаж 1;ТЦ СтройДвор;;И.П. Новиков Р.В.;Магазин ЛЕПНИНА;"9255094511; 9207448322; 9255060319";lepnina89@mail.ru ;lepnina89@mail.ru ;www.europlast-lepnina.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3217
30785;Москва,  г. Красногорск, Лепнина (ИП Шаповалова);г. Красногорск, автодорога Балтия, стр. 1, пав. А-29;СтройДвор Петровский;;ИП Шаповалова;Лепнина;9031600741;89031600741@mail.ru;classikdekor@yandex.ru;lepninamarket.ru;09:00 - 19:00;10:00 - 16:00;10:00 - 16:00;;3109
30875;"Москва, ТК ""Твой Дом"" (ООО ""Декор"")";55 км МКАД, Хорошевский проезд, д. 14;"ТК ""Твой Дом""";Кунцевский авторынок;"ООО ""Декор""";Отдел: Стройматериалы.;;;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3109
32642;"Рыбинск, Декор-центр ""Арагон"" (ООО ""Декор Коллекция"")";ул. Суркова, д. 2, 1 этаж;ТЦ АКСОН;;"ООО ""Декор Коллекция""";"Декор-центр ""Арагон""";89612461428;aragon-rbk@mail.ru;aragon-rbk@mail.ru;www.aragondeco.ru;09:00 - 21:00;09:00 - 21:00;09:00 - 21:00;;6535
33204;"Москва, ""Яуза""  (ИП Амиршоева С.В.)";МО, Осташковское шоссе, вл. 1Б, корпус 9, пав. 17 (1 этаж);"Стройдвор ""Яуза""";;ИП Амиршоева С.В.;"""Яуза""";"84956425677; 89264963559";mirlepnina77@mail.ru;mirlepnina77@mail.ru;mirlepnina.ru;09:00 - 18:00;09:00 - 17:00;09:00 - 17:00;;3109
33512;Якутск, ИП Васильева Е.В.;ул. Чернышевского, д. 74, к.8, этаж 2, пав. 39, стенд 2;"ТЦ ""Азия""";;ИП Васильева Е.В.;;9142712777;Anturazh_ykt@mail.ru;Anturazh_ykt@mail.ru;;;;;;3239
35172;"Подольск, Строительный рынок ""ПОКРОВ"" (ИП Варданян А.С.)";"г. Подольск, 15 км от МКАД, СР ""ПОКРОВ"", УЛЬТРАКОМ У07, стенд 160/40, 550/270";"Строительный рынок ""ПОКРОВ""";;ИП Варданян А.С.;;8-925-500-59-79 (Артем);Jenya@van-market.com;Jenya@van-market.com;www.van-market.ru;09:00 - 19:00;10:00 - 19:00;10:00 - 19:00;;3109
35234;"Ижевск, ООО ""Дженти"", ТЦ ""СтройПорт""";ул. Кирова, 146, этаж 1, пав. 29;"Торговый центр ""СтройПорт""";вход со стороны ул. Кирова, после входа сразу направо;ООО «Дженти»;«Дженти»;9127650051;domdekora@djenti.ru;domdekora@djenti.ru;www.djenti.ru;09:00 - 20:00;10:00 - 19:00;10:00 - 19:00;;3133
