IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP160;IP_PROP163;IP_PROP164;IP_PROP706;IP_PROP707
6676;архитрав 1.26.003 гибкий;1.26.003;Да;ВР002028541;8,87;77,1;;
6683;розетка 1.56.047;1.56.047;Нет;ВР002029488;;21;;
6684;кронштейн 1.19.011;1.19.011;Нет;ВР002028745;;18,75;;
6687;молдинг 1.51.307;1.51.307;Нет;ВР000001065;3,06;69,75;;
6707;молдинг 1.51.369;1.51.369;Нет;ВР002028361;0,8;69,75;;
6708;молдинг 1.51.376;1.51.376;Нет;ВР002029834;1,53;69,75;;
6709;розетка 1.56.045;1.56.045;Нет;ВР002028365;;34,5;;
6710;угловой элемент 1.52.352;1.52.352;Нет;ВР002029491;1,06;18;;
6711;кронштейн 1.19.009;1.19.009;Нет;ВР002028702;;18,75;;
6736;орнамент 1.60.037;1.60.037;Нет;ВР002029533;;6,38;;
6737;орнамент 1.60.038;1.60.038;Нет;ВР002029734;;7,5;;
6738;орнамент 1.60.039;1.60.039;Нет;ВР002029731;;11,25;;
6739;орнамент 1.60.040;1.60.040;Нет;ВР002029837;;7,12;;
6740;наличник 1.54.014;1.54.014;Нет;ВР002028750;3,06;42;;
6741;розетка 1.56.043;1.56.043;Нет;ВР002025489;;16,5;;
6742;розетка 1.56.048;1.56.048;Нет;ВР002029532;;18,75;;
6743;розетка 1.56.049;1.56.049;Нет;ВР002029525;;18;;
6749;карниз 1.50.290;1.50.290;Нет;ВР002029832;2,24;69,75;;
6750;угловой элемент 1.52.375;1.52.375;Нет;ВР002029529;1,13;18;;
6751;кронштейн 1.19.013;1.19.013;Нет;ВР002029487;;18,75;;
6755;молдинг 1.51.338;1.51.338;Нет;ВР001023157;0,65;37,5;;
6756;угловой элемент 1.52.376;1.52.376;Нет;ВР002029836;1,53;18;;
6757;орнамент 1.60.035;1.60.035;Нет;ВР002029482;;13,5;;
6758;орнамент 1.60.135;1.60.135;Нет;ВР002029485;;13,5;;
6761;угловой элемент 1.52.283;1.52.283;Нет;ВР002029490;1,8;21;;
6762;угловой элемент 1.52.284;1.52.284;Нет;ВР002028701;1,15;18;;
6763;кронштейн 1.19.012;1.19.012;Нет;ВР002028744;;18,75;;
6764;розетка 1.56.046;1.56.046;Нет;ВР002029489;;45;;
6765;карниз 1.50.225;1.50.225;Нет;ВР002029918;2,08;60;;
6766;карниз 1.50.226;1.50.226;Нет;ВР002029920;2,69;60;;
6767;орнамент 1.60.036;1.60.036;Нет;ВР002029536;;18,75;;
6768;карниз 1.50.289;1.50.289;Нет;ВР002029735;1,9;60;;
6770;карниз 1.50.283 гибкий;1.50.283;Да;ВР002028717;2,06;60;;
6771;карниз 1.50.206;1.50.206;Нет;ВР002025473;1,17;60;;
6772;кронштейн 1.19.014;1.19.014;Нет;ВР002029486;;18,75;;
6773;карниз 1.50.295;1.50.295;Нет;ВР099020111;0,65;60;;
6783;карниз 1.50.293;1.50.293;Нет;ВР099020115;3,52;69,75;;
6784;карниз 1.50.294;1.50.294;Нет;ВР099020117;1,44;60;;
6785;карниз 1.50.279 гибкий;1.50.279;Да;ВР002028713;4,35;69,75;;
6786;карниз 1.50.293 гибкий;1.50.293;Да;ВР099020116;3,52;69,75;;
6787;карниз 1.50.294 гибкий;1.50.294;Да;ВР099020118;1,44;60;;
6807;карниз 1.50.290 гибкий;1.50.290;Да;ВР002029833;2,24;69,75;;
6808;карниз 1.50.289 гибкий;1.50.289;Да;ВР002029736;1,9;60;;
6809;карниз 1.50.206 гибкий;1.50.206;Да;ВР002028705;1,17;60;;
6810;карниз 1.50.295 гибкий;1.50.295;Да;ВР099020112;0,65;60;;
6811;молдинг 1.51.376 гибкий;1.51.376;Да;ВР002029835;1,53;69,75;;
6812;молдинг 1.51.338 гибкий;1.51.338;Да;ВР002028721;0,65;37,5;;
6817;кронштейн 1.19.018;1.19.018;Нет;ВР002029831;;18,75;;
6818;молдинг 1.51.382;1.51.382;Нет;ВР099020343;4,09;69,75;;
6819;молдинг 1.51.377;1.51.377;Нет;ВР099020121;1,13;69,75;;
6820;молдинг 1.51.379;1.51.379;Нет;ВР099020119;0,69;37,5;;
6821;карниз 1.50.272;1.50.272;Нет;ВР002025477;1,01;60;;
6823;молдинг 1.51.379 гибкий;1.51.379;Да;ВР099020120;0,69;37,5;;
6824;карниз 1.50.272 гибкий;1.50.272;Да;ВР002028711;1,01;60;;
6826;молдинг 1.51.371;1.51.371;Нет;ВР002028631;1,2;69,75;;
6827;карниз 1.50.292;1.50.292;Нет;ВР099020113;0,61;60;;
6828;карниз 1.50.292 гибкий;1.50.292;Да;ВР099020114;0,61;60;;
6829;карниз 1.50.225 гибкий;1.50.225;Да;ВР002029919;2,08;60;;
6830;карниз 1.50.226 гибкий;1.50.226;Да;ВР002029921;2,69;60;;
6835;молдинг 1.51.378;1.51.378;Нет;ВР099020123;0,32;37,5;;
6836;розетка 1.56.052;1.56.052;Нет;ВР099020342;;16,5;;
6837;квадрат 1.54.017;1.54.017;Нет;ВР099020347;;7,5;;
8330;молдинг 1.51.378 гибкий;1.51.378;Да;ВР099020124;0,32;37,5;;
8331;молдинг 1.51.377 гибкий;1.51.377;Да;ВР099020122;1,13;69,75;;
8332;молдинг 1.51.382 гибкий;1.51.382;Да;ВР099020344;4,09;69,75;;
8981;кронштейн 1.19.015;1.19.015;Нет;ВР002029534;;18,75;;
12094;карниз 1.50.298;1.50.298;Нет;ВР099020821;0,78;60;;
12104;молдинг 1.51.372;1.51.372;Нет;ВР002028694;0,29;37,5;;
13520;карниз 1.50.296;1.50.296;Нет;ВР099020297;3,45;69,75;;
14598;угловой элемент 1.52.299;1.52.299;Нет;ВР002028637;0,85;18;;
14599;угловой элемент 1.52.279;1.52.279;Нет;ВР002029957;0,85;18;;
14600;молдинг 1.51.365;1.51.365;Нет;ВР002028165;1,05;69,75;;
14781;плинтус 1.53.108;1.53.108;Нет;ВР001023159;2,51;69,75;;
17562;кронштейн 1.19.016;1.19.016;Нет;ВР002029535;;18,75;;
17563;розетка 1.56.053;1.56.053;Нет;ВР099020340;;28,5;;
21020;карниз 1.50.227;1.50.227;Нет;ВР099020813;13,62;77,25;;
21021;молдинг 1.51.385;1.51.385;Нет;ВР099020819;1,62;69,75;;
21022;наличник 1.54.015;1.54.015;Нет;ВР099020341;4,1;19;;
21023;сандрик 1.63.003;1.63.003;Нет;ВР099020817;4;37,5;;
21126;плинтус 1.53.108 гибкий;1.53.108;Да;ВР002028735;2,51;69,75;;
21618;карниз 1.50.299;1.50.299;Нет;ВР099020847;1,22;60;;
21619;карниз 1.50.297;1.50.297;Нет;ВР099020823;0,62;60;;
21620;молдинг 1.51.383;1.51.383;Нет;ВР099020815;2,01;69,75;;
21621;молдинг 1.51.384;1.51.384;Нет;ВР099020825;0,81;69,75;;
21623;розетка 1.56.055;1.56.055;Нет;ВР099020810;;40,5;;
22331;наличник 1.54.016;1.54.016;Нет;ВР099020339;4,1;19;;
22334;молдинг 1.51.385 гибкий;1.51.385;Да;ВР099020820;1,62;69,75;;
22339;карниз 1.50.298 гибкий;1.50.298;Да;ВР099020822;0,78;60;;
26629;карниз 1.50.249;1.50.249;Нет;ВР099020958;4,41;69,75;;
27652;розетка 1.56.054;1.56.054;Нет;ВР099020348;;36,75;;
28243;карниз 1.50.299 гибкий;1.50.299;Да;ВР099020848;1,22;60;;
28244;карниз 1.50.297 гибкий;1.50.297;Да;ВР099020824;0,62;60;;
28245;молдинг 1.51.384 гибкий;1.51.384;Да;ВР099020826;0,81;69,75;;
29278;карниз 1.50.215;1.50.215;Нет;ВР099020952;2,09;60;;
29860;плинтус 1.53.111;1.53.111;Нет;ВР099021149;1,8;69,75;;
31363;карниз 1.50.216;1.50.216;Нет;ВР099020956;2,19;69,75;;
31409;розетка 1.56.057;1.56.057;Нет;ВР099020950;;28,5;;
33172;кронштейн 1.19.017;1.19.017;Нет;ВР002029733;;18,75;;
33407;карниз 1.50.228;1.50.228;Нет;ВР099020811;5,03;77,25;;
36930;карниз 1.50.249 гибкий;1.50.249;Да;ВР099020959;4,41;69,75;;
37766;розетка 1.56.056;1.56.056;Нет;ВР099020948;;25;;
38420;декоративная панель 1.59.003;1.59.003;Нет;ВР099021199;30;73;;
38421;декоративная панель 1.59.004;1.59.004;Нет;ВР099021200;30;73;;
38422;декоративная панель 1.59.005;1.59.005;Нет;ВР099021201;30;73;;
42718;карниз 1.50.215 гибкий;1.50.215;Да;ВР099020954;2,09;60;;
42720;карниз 1.50.216 гибкий;1.50.216;Да;ВР099020957;2,19;69,75;;
43862;торцевой элемент 4.82.032;4.82.032;Нет;ВР099021524;2,7;15,1;;
43863;торцевой элемент 4.82.131;4.82.131;Нет;ВР099021527;2,7;15,1;;
43864;торцевой элемент 4.82.231;4.82.231;Нет;ВР099021528;2,7;15,1;;
43865;торцевой элемент 4.82.232;4.82.232;Нет;ВР099021529;2,7;15,1;;
43866;торцевой элемент 4.82.332;4.82.332;Нет;ВР099021530;2,7;15,1;;
43867;торцевой элемент 4.82.331;4.82.331;Нет;ВР099021531;2,7;15,1;;
43868;торцевой элемент 4.82.033;4.82.033;Нет;ВР099021526;2,7;15,1;;
47206;карниз 1.50.229;1.50.229;Нет;ВР099021126;3,9;60;;
47207;карниз 1.50.621;1.50.621;Нет;ВР099021482;3,9;60;;
47208;карниз 1.50.622;1.50.622;Нет;ВР099021483;7,9;78;;
47209;карниз 1.50.623;1.50.623;Нет;ВР099021478;3,7;60;;
47210;карниз 1.50.624;1.50.624;Нет;ВР099021479;8,9;78;;
47211;молдинг 1.51.601;1.51.601;Нет;ВР099021349;5,72;70;;
47212;молдинг 1.51.602;1.51.602;Нет;ВР099021350;21,76;83;;
47213;молдинг 1.51.603;1.51.603;Нет;ВР099021351;30,2;78;;
47214;молдинг 1.51.604;1.51.604;Нет;ВР099021352;26,9;83;;
47215;молдинг 1.51.605;1.51.605;Нет;ВР099021486;3;70;;
47216;молдинг 1.51.606;1.51.606;Нет;ВР099021487;5,2;70;;
48388;карниз 1.50.227 гибкий;1.50.227;Да;ВР099020814;13,62;77,25;;
48390;молдинг 1.51.386;1.51.386;Нет;ВР099021124;0,69;38;;
48392;плинтус 1.53.112;1.53.112;Нет;ВР099021474;1,8;70;;
65559;молдинг 1.51.387;1.51.387;Нет;ВР099021541;1,95;70;;
65560;молдинг 1.51.388;1.51.388;Нет;ВР099021542;1,95;70;;
65561;база 1.54.040;1.54.040;Нет;ВР099021537;10;21;;
65562;база 1.54.040;1.54.040;Нет;ВР099021537;10;21;;
65563;база 1.54.050;1.54.050;Нет;ВР099021538;10;21;;
65564;база 1.54.050;1.54.050;Нет;ВР099021538;10;21;;
65565;элемент 1.54.018;1.54.018;Нет;ВР099021540;2,5;0;;
65645;карниз 1.50.228 гибкий;1.50.228;Да;ВР099020812;5,03;77,25;;
67964;карниз 1.50.623 гибкий;1.50.623;Да;ВР099021480;3,7;60;;
69864;карниз 1.50.501;1.50.501;Нет;ВР099021735;2,61;103;;
69865;карниз 1.50.502;1.50.502;Нет;ВР099021718;5,24;103;;
69866;карниз 1.50.503;1.50.503;Нет;ВР099021719;5,24;103;;
69867;карниз 1.50.504;1.50.504;Нет;ВР099021850;11,07;103;;
69868;карниз 1.50.524;1.50.524;Нет;ВР099021897;11,07;103;;
69873;молдинг 1.51.501;1.51.501;Нет;ВР099021311;2,93;93;;
69874;молдинг 1.51.502;1.51.502;Нет;ВР099021451;2,93;93;;
69875;молдинг 1.51.503;1.51.503;Нет;ВР099021998;1,41;93;;
69876;молдинг 1.51.504;1.51.504;Нет;ВР099021960;1,4;93;;
69877;молдинг 1.51.510;1.51.510;Нет;ВР099021962;2,87;93;;
69878;молдинг 1.51.518;1.51.518;Нет;ВР099021932;14;93;;
69879;молдинг 1.51.513;1.51.513;Нет;ВР099021901;4,61;53;;
69890;декоративная панель 1.59.501;1.59.501;Нет;ВР099021536;;103;;
69891;декоративная панель 1.59.503;1.59.503;Нет;ВР099021725;32,85;103;;
69892;плинтус 1.53.501;1.53.501;Нет;ВР099021905;4,46;53;;
69893;орнамент 1.60.501;1.60.501;Нет;ВР099021453;;25;;
69894;орнамент 1.60.503;1.60.503;Нет;ВР099021834;;25;;
69895;розетка 1.56.501;1.56.501;Нет;ВР099021433;;20;;
69896;розетка 1.56.502;1.56.502;Нет;ВР099021449;;20;;
69900;розетка 1.56.503;1.56.503;Нет;ВР099021365;;20;;
69901;розетка 1.56.511;1.56.511;Нет;ВР099021937;;20;;
69902;арочный элемент 1.61.511 гибкий;1.61.511;Да;ВР099021909;13,54;103;;
69903;потолочная панель 1.57.501;1.57.501;Нет;ВР099021836;;50;;
69904;потолочная панель 1.57.502;1.57.502;Нет;ВР099021723;;50;;
69905;потолочная панель 1.57.503;1.57.503;Нет;ВР099021724;;50;;
69906;потолочная панель 1.57.504;1.57.504;Нет;ВР099021739;;50;;
71228;декоративная панель 1.59.001;1.59.001;Нет;ВР099021197;30;73;;
73757;плинтус 1.53.112 гибкий;1.53.112;Да;ВР099021475;1,8;70;;
74261;карниз 6.50.101;6.50.101;Нет;ВР099020991;2,36;70;;
74262;молдинг 6.51.301;6.51.301;Нет;ВР002029762;0,85;38;;
74263;плинтус 6.53.101;6.53.101;Нет;ВР099021008;3,92;70;;
74264;карниз 6.50.103;6.50.103;Нет;ВР002029931;1,74;70;;
74265;карниз 6.50.105;6.50.105;Нет;ВР002029803;2,43;64;;
74266;карниз 6.50.113;6.50.113;Нет;ВР002029838;3,05;70;;
74267;карниз 6.50.115;6.50.115;Нет;ВР099020993;1,43;64;;
74268;карниз 6.50.130;6.50.130;Нет;ВР002029767;0,94;60;;
74269;карниз 6.50.154;6.50.154;Нет;ВР099020994;0,44;60;;
74270;карниз 6.50.155;6.50.155;Нет;ВР099020995;0,51;60;;
74271;карниз 6.50.157;6.50.157;Нет;ВР099020996;0,67;60;;
74272;карниз 6.50.160;6.50.160;Нет;ВР099020089;2,34;60;;
74273;карниз 6.50.165;6.50.165;Нет;ВР099021884;2,97;70;;
74274;карниз 6.50.171;6.50.171;Нет;ВР099021880;0,92;60;;
74275;карниз 6.50.172;6.50.172;Нет;ВР099020997;1,03;60;;
74276;карниз 6.50.174;6.50.174;Нет;ВР099020998;1,14;60;;
74277;карниз 6.50.229;6.50.229;Нет;ВР099021883;39;60;;
74278;карниз 6.50.230;6.50.230;Нет;ВР099021882;3,39;70;;
74279;карниз 6.50.248;6.50.248;Нет;ВР099021881;2,82;70;;
74280;карниз 6.50.297;6.50.297;Нет;ВР099020999;0,62;60;;
74281;карниз 6.50.298;6.50.298;Нет;ВР099021000;0,78;60;;
74282;карниз 6.50.299;6.50.299;Нет;ВР099021001;1,22;60;;
74283;молдинг 6.51.302;6.51.302;Нет;ВР002029901;1,89;70;;
74284;молдинг 6.51.307;6.51.307;Нет;ВР002029765;3,06;70;;
74285;молдинг 6.51.308;6.51.308;Нет;ВР002029763;1,15;70;;
74286;молдинг 6.51.321;6.51.321;Нет;ВР002029764;0,20;38;;
74287;молдинг 6.51.322;6.51.322;Нет;ВР099021002;0,48;38;;
74288;молдинг 6.51.323;6.51.323;Нет;ВР099021003;0,56;38;;
74289;молдинг 6.51.345;6.51.345;Нет;ВР099021886;2,27;70;;
74290;молдинг 6.51.362;6.51.362;Нет;ВР099021004;0,81;70;;
74291;молдинг 6.51.363;6.51.363;Нет;ВР099021005;1,28;70;;
74292;молдинг 6.51.384;6.51.384;Нет;ВР099021006;0,81;70;;
74293;молдинг 6.51.385;6.51.385;Нет;ВР099021007;1,62;70;;
74294;молдинг 6.51.386;6.51.386;Нет;ВР099021885;0,69;38;;
74295;молдинг 6.51.400;6.51.400;Нет;ВР002029766;0,96;70;;
74296;плинтус 6.53.102;6.53.102;Нет;ВР002029768;4,39;70;;
74297;плинтус 6.53.103;6.53.103;Нет;ВР002029769;2,50;70;;
74298;плинтус 6.53.104;6.53.104;Нет;ВР002029770;3,13;70;;
74299;плинтус 6.53.105;6.53.105;Нет;ВР002030015;4,16;70;;
74300;плинтус 6.53.106;6.53.106;Нет;ВР002030027;1,80;70;;
74301;плинтус 6.53.107;6.53.107;Нет;ВР002029771;1,92;70;;
74302;плинтус 6.53.108;6.53.108;Нет;ВР099021009;2,51;70;;
74303;плинтус 6.53.109;6.53.109;Нет;ВР099020055;1,9;70;;
74304;плинтус 6.53.112;6.53.112;Нет;ВР099021887;3,68;70;;
76545;  1.50.710;1.50.710;Нет;ВР099021830;11,56;105;;
76546;  1.51.701;1.51.701;Нет;ВР099021504;3,86;93;;
76547;  1.51.711;1.51.711;Нет;ВР099021826;6,32;93;;
76560;  6.50.701;6.50.701;Нет;ВР099021747;0,88;93;;
76561;  6.50.702;6.50.702;Нет;ВР099021748;1,81;93;;
76562;  6.50.703;6.50.703;Нет;ВР099021749;1,46;93;;
76563;  6.50.704;6.50.704;Нет;ВР099021750;3,27;93;;
76564;  6.50.705;6.50.705;Нет;ВР099021751;2,52;93;;
76565;  6.50.706;6.50.706;Нет;ВР099022207;4,82;103;;
76566;  6.50.708;6.50.708;Нет;ВР099021753;2,01;93;;
76567;  6.50.709;6.50.709;Нет;ВР099021754;4,42;93;;
76568;  6.51.702;6.51.702;Нет;ВР099021755;0,84;50;;
76569;  6.51.703;6.51.703;Нет;ВР099021756;1,17;93;;
76570;  6.51.704;6.51.704;Нет;ВР099021757;1,78;93;;
76571;  6.51.705;6.51.705;Нет;ВР099021758;1,13;93;;
76572;  6.51.706;6.51.706;Нет;ВР099021759;1,73;93;;
76573;  6.51.707;6.51.707;Нет;ВР099021760;1,87;93;;
76574;  6.51.708;6.51.708;Нет;ВР099021761;2,32;93;;
76575;  6.51.710;6.51.710;Нет;ВР099021762;1,66;93;;
76576;  6.53.701;6.53.701;Нет;ВР099021767;2,49;93;;
76577;  6.53.702;6.53.702;Нет;ВР099021763;1,5;93;;
76578;  6.53.703;6.53.703;Нет;ВР099021764;2,4;93;;
76579;  6.53.704;6.53.704;Нет;ВР099021765;3,12;50;;
76580;  6.53.705;6.53.705;Нет;ВР099021766;1,98;93;;
76581;розетка 1.56.701;1.56.701;Нет;ВР099021567;;46;;
76582;розетка 1.56.702;1.56.702;Нет;ВР099021702;;34;;
76583;розетка 1.56.703;1.56.703;Нет;ВР099021704;;13;;
76584;розетка 1.56.705;1.56.705;Нет;ВР099021707;;34;;
76586;розетка 1.56.707;1.56.707;Нет;ВР099021708;;34;;
76587;розетка 1.56.708;1.56.708;Нет;ВР099021709;;37;;
76588;розетка 1.56.709;1.56.709;Нет;ВР099021700;;28;;
76589;розетка 1.56.710;1.56.710;Нет;ВР099021838;;43;;
78427;  6.51.710;6.51.710;Нет;ВР099021762;1,66;93;;
78428;  1.51.711;1.51.711;Нет;ВР099021826;6,32;93;;
78429;  6.53.701;6.53.701;Нет;ВР099021767;2,49;93;;
78430;  6.53.702;6.53.702;Нет;ВР099021763;1,5;93;;
78431;  6.53.703;6.53.703;Нет;ВР099021764;2,4;93;;
78432;  6.53.704;6.53.704;Нет;ВР099021765;3,12;50;;
78433;  6.53.705;6.53.705;Нет;ВР099021766;1,98;93;;
79707;  6.50.719;6.50.719;Нет;ВР099022047;4,42;93;;
83144;плинтус 1.53.111 гибкий;1.53.111;Да;ВР099021150;1,8;69,75;;
84138;карниз 1.50.285 гибкий;1.50.285;Да;ВР002028719;4,73;78,75;;
84701;молдинг 1.51.366;1.51.366;Нет;ВР002028176;1,05;70;;
93666;база 1.54.060;1.54.060;Нет;ВР099021539;10;21;;
93667;база 1.54.070;1.54.070;Нет;ЧХ099039581;10;21;;
93749;база 1.54.060;1.54.060;Нет;ВР099021539;10;21;;
93750;база 1.54.070;1.54.070;Нет;ЧХ099039581;10;21;;
98517;элемент 1.65.501;1.65.501;Нет;ВР099022021;5,31;64;;
98518;элемент 1.65.502;1.65.502;Нет;ВР099022030;4,86;64;;
98519;элемент 1.65.503;1.65.503;Нет;ВР099022031;4,41;64;;
99041;молдинг 1.51.518;1.51.518;Нет;ВР099021932;14;93;;
99042;молдинг 1.51.518;1.51.518;Нет;ВР099021932;14;93;;
99043;потолочная панель 1.57.502;1.57.502;Нет;ВР099021723;;50;;
99044;потолочная панель 1.57.503;1.57.503;Нет;ВР099021724;;50;;
99045;потолочная панель 1.57.504;1.57.504;Нет;ВР099021739;;50;;
104199;карниз 6.50.108;6.50.108;Нет;ВР099020992;4;70;;
104753;молдинг 1.51.383 гибкий;1.51.383;Да;ВР099020816;2,01;69,75;;
109457;розетка 1.56.512;1.56.512;Нет;ВР099022003;;13;;
126248;карниз 1.50.229 гибкий;1.50.229;Да;ВР099021127;3,9;60;;
126269;карниз 1.50.624 гибкий;1.50.624;Да;ВР099021481;8,9;78;;
127537; 1.51.701 гибкий;1.51.701;Да;ВР099021505;3,86;93;;
142167;арочный элемент 1.61.511;1.61.511;Нет;ВР099022127;13,54;103;;
150861;"Клей монтажный Европласт 290&nbsp;мл.";EB05.M.290;Нет;ВР001023963;;;;
150862;"Клей стыковочный Европласт 80&nbsp;мл.";EB06.S.80;Нет;ВР001023964;;;;
