IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP172;IP_PROP173;IP_PROP174;IP_PROP175;IP_PROP113
6834;"Арсеньев, салон ""салон Арс-Деко"" (ИП ИВАКИН И.В.)";ул. Садовая, д. 23;Торговая точка (магазин);;ИП ИВАКИН И.В.;"салон ""Арс-Деко""";4236153194;ars-deco@bk.ru;ars-deco@bk.ru;;10:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;6833
7117;"Саратов, ООО ""Дизайн-Паркет"" Клондайк";улица Кутякова, д. 94, этаж 1;;Магазин находится на ул. Кутякова, между ул. Чапаева и ул. Рахова;ООО «Дизайн Паркет»;Клондайк;"9372255400; 9372250760";;;;09:00 - 19:00;09:00 - 18:00;09:00 - 18:00;Да;;3194
7645;Москва, В 42 (ИП КАЮМОВ А. А.);"Строительный двор ""Петровский"", Пав. В42,  9 km. Новорижского шоссе, в сторону Николо-Урюпино, Поздняково.";ТК Петровский;;ИП КАЮМОВ А. А.;В 42;"9299506119; 9261743368";lepninav42@mail.ru;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3109
9089;"Новосибирск, Европласт-Новосибирск, ООО ""Голдстрим""";улица ул.Светлановская, д. 50, корпус 1, цокольный этаж;"ТВЦ ""Красный Мамонт""";;"ООО ""Голдстрим""";Европласт-Новосибирск;"3832302211; 3832302040";opt@evroplast-nsk.ru, manager@evroplast-nsk.ru;manager@evroplast-nsk.ru;www.evroplast-nsk.ru;10:00 - 18:00;Выходной;Выходной;Нет;;3170
12283;"Бишкек, Салон отделочных материаллов ""ПРЕМЬЕРА"" (ОсОО ""ЕвоТек"")";ул. Уметалиева, д. 84;Салон;Угол ул. Киевская;"ОсОО ""ЕвоТек""";"Салон отделочных материаллов ""ПРЕМЬЕРА""";"996312902501; 996312902502; 996770775075; 996556775075";;zakaz.evokz@mail.ru;www.evp.kg;10:00 - 19:00;10:00 - 17:00;Выходной;Нет;;6714
14760;Тамбов, ИП Дудник И.П.;улица Советская, д. 39;;;ИП Дудник И.П.;ИП Дудник И.П.;89106528893;;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3211
14772;"Калининград, Салон ""Dom&Decor"" (ИП Федоров Н.А.)";Московский пр-кт, д. 48, 1 этаж;«Ас-Дом»;;ИП Федоров Н.А.;Dom&Decor;"4012388570; 9814758575";salon4@dom-decor.com;salon4@dom-decor.com;dom-decor.com;10:00 - 19:00;10:00 - 17:00;Выходной;Нет;;3138
15678;Рязань, салон «ПЛИТКА-ПАРКЕТ» (ИП Фетисова Л.Г  ООО ЗЕЛЕНЫЙ КОРИДОР);ул. Полонского, д. 12, 1 этаж;салон «ПЛИТКА-ПАРКЕТ»;;"ООО ""Зеленый коридор""  ИП Фетисова Л.Г.";салон «ПЛИТКА-ПАРКЕТ»;4912460046;opt@cinti.ru;opt@cinti.ru;;09:00 - 18:00;Выходной;Выходной;Нет;;3189
16712;Чехов, Декор-ЮГ (ИП Сальников Алексей Николаевич);Симферопольское шоссе, д.4, строение 2, 2 этаж;"ТК ""Губернский""";Налево от центрального входа;ИП Сальников Алексей Николаевич;Декор-ЮГ;9850750702;decor.UG@yandex.ru;decor.UG@yandex.ru;;10:00 - 18:00;Выходной;Выходной;Нет;;16710
17031;Москва, Маркет мск  (ИП Каюмов Альберт Асгатович);Тарный проезд, д. 11, офис 110 (1 этаж);;;ИП Каюмов Альберт Асгатович;Маркет мск ;"4994085382; 4951505097";market.msk.ru@gmail.com;;www.market.msk.ru;10:00 - 18:00;11:00 - 17:00;11:00 - 17:00;Да;;3109
22859;"Воронеж, ООО ""Дон-Декор"" (магазин ""Европласт"")";Ленинский проспект, 156Б;"ТЦ ""Перестройка""";;"ООО ""Дон-Декор""";"Магазин ""Европласт""";4732757101;per@dondecor.ru;rpv@dondecor.ru;www.2decor.ru;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;Да;;3125
23267;Екатеринбург, ИП Мельников М.Ю. (Салон Европласт-Екатеринбург);пер.Базовый, 47А, 1 этаж;Салон магазин в административном здании;"большой банер ""Лепнина Европласт"" просматривается от центрального входа в Леруа Мерлен";ИП Мельников М.Ю.;Салон Европласт-Екатеринбург;3433463213;info@evroplast-ekaterinburg.ru;info@evroplast-ekaterinburg.ru;www.evroplast-ekaterinburg.ru;10:00 - 19:00;11:00 - 18:00;Выходной;Нет;;3129
23588;г. Москва, поселение Мосрентген, д.Дудкино, ИП Меграбян;поселение Мосрентген, д.Дудкино, ул. Адмирала Корнилова, 1-й км, стр. 4;ТЦ Строймастер;;ИП Меграбян;пав. А-42, А-48, А-125, А-141;79688693883;ashot-mehrabyan@mail.ru;;;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;Да;;3109
23589;"Москва, ВК ""Росстройэкспо"" (ООО ""Арт Декор Макс"")";Фрунзенская набережная, 30, пав.3, стенд 20;Росстройэкспо Фрунзенская;;;"ООО ""Арт Декор Макс""";"4957784000; 9151374753";Liser1975@mail.ru;Liser1975@mail.ru;;09:00 - 22:00;10:00 - 20:00;10:00 - 20:00;Да;;3109
24224;"Петропавловск-Камчатский, ""Дизайн К Студия"" (ИП Кривдина Е.П.)";ул.Топоркова, 8/2 (цокольный этаж);Цокольный этаж жилого дома;"Девятиэтажное здание за РЦ ""Роллердром""";ИП Кривдина Е.П.;"""Дизайн К Студия""";"4152228349; 9098328512";dk-studio@yandex.ru;evroplast_kam@mail.ru;www.evroplast.ru;10:00 - 20:00;11:00 - 18:00;Выходной;Нет;;24220
24486;"Омск, Отдел оптовых продаж (ООО ""Мир профиля"")";улица Октябрьская, д. 125 (2 этаж);;;"ООО ""Мир профиля""";Отдел оптовых продаж;"3812484444; 9026777077";evroplast-omsk@ya.ru;evroplast-omsk@ya.ru;evroplast-omsk.ru;10:00 - 19:00;Выходной;Выходной;Нет;;3172
25945;"Павлодар, Дизайнерская студия ""Dream House New""  (ТОО ""Dream House New"")";ул. М.Исиналиева, д. 58, этаж 1;"ТД ""Арай""";"за ТД ""Квазар"", въезд с ул.Пахомова, центральный вход";"ТОО ""Dream House New""";"Дизайнерская студия ""Dream House New"" ";"7472227787; 7018872748";region2@evp.kz;zakaz@evp.kz;;10:00 - 19:00;10:00 - 19:00;Выходной;Нет;;6331
26967;"Омск, Центр современного интерьера и дизайна ""Люксоро Интерьер""";улица Пушкина, д. 137 (1 этаж);"Торговая галерея ""Сибирская пирамида""";;"ООО ""Люксоро Интерьер""";"Центр современного интерьера и дизайна ""Люксоро Интерьер""";"3812210294; 3812246337";info@luxorointerior.com;info@luxorointerior.com;luxorointerior.com;10:00 - 19:00;10:00 - 19:00;Выходной;Нет;;3172
27546;"Москва,  г. Красногорск, Отдел: Стройматериалы (ООО ""Декор"")";г. Красногорск, ул. Международная, д.6 (66 км МКАД), 1 этаж;"ТК ""Твой Дом""";"Напротив ТК ""Крокус Сити Молл""";"ООО ""Декор""";Отдел: Стройматериалы;;;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3109
27547;"Московская обл, Ленинский р-н, пос. Совхоза им. Ленина (ООО ""Декор"")";Московская обл., Ленинский р-н, пос. Совхоза им. Ленина (24 км МКАД), д. 2, этаж 1, Отдел: Стройматериалы;"ТК ""Твой Дом""";"Напротив ТК ""Вегас""";"ООО ""Декор""";Отдел: Стройматериалы;;;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3109
27551;"Мытищи, Отдел: Стройматериалы (ООО ""Декор"")";Городской округ Мытищи, Осташковское ш., вл. 2, стр. 1 (91 км МКАД), 2 этаж;"ТК ""Твой Дом""";Напротив Леруа Мерлен;"ООО ""Декор""";Отдел: Стройматериалы;;;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3109
27554;"Московская область, Красногорский район, Михалково дер., Отдел: Стройматериалы (ООО ""Декор"")";Красногорский район, Михалково дер., Новорижское ш., стр.1 (этаж 2);"ТК ""Твой Дом""";Мэйджор Сити;"ООО ""Декор""";Отдел: Стройматериалы;;;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3109
27797;"Казань, ул.Адоратского, 3 (ООО ""Европласт Декор"")";ул. Адоратского, д.3, 1 этаж;;;"ООО ""Европласт Декор""";Европласт Декор;"8435220454; 9874101414";5220454@mail.ru;5220454@mail.ru;evroplastrt.ru;09:00 - 19:00;09:00 - 19:00;10:00 - 17:00;Да;;3260
27798;"Казань, ул. Аделя Кутуя, д. 72 (ООО ""Европласт Декор"")";ул. Аделя Кутуя, д. 72;;;"ООО ""Европласт Декор""";Европласт Декор;"8432053005; 9874101414";5220454@mail.ru;5220454@mail.ru;evroplast-rt.ru;09:00 - 19:00;09:00 - 19:00;10:00 - 17:00;Да;;3260
28879;Москва, Мытищи, Лепной Декор (ИП Новиков Р.В.);Московская обл., Мытищи, ул. Коммунистическая, д. 25 Г, к. 9, пав.1;"Торгово-строительный комплекс ""Тракт-Терминал""";Рядом с Администрацией;ИП Новиков Р.В.;Лепной Декор;9169351313;9351313@gmail.com;lepnina89@mail.ru;www.Lepnoydom.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3109
28880;Тула, Магазин ЛЕПНИНА (И.П. Новиков Р.В.);ул. Мосина, д. 2, этаж 1;ТЦ СтройДвор;;И.П. Новиков Р.В.;Магазин ЛЕПНИНА;"9255094511; 9207448322; 9255060319";lepnina89@mail.ru ;lepnina89@mail.ru ;www.europlast-lepnina.ru;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3217
28949;"Новокузнецк, салон ""Новые обои"" (ООО ""СКД плюс"")";ул. Транспортная, д. 85, этаж 2;"ТЦ ""МамаМебель""";;"ООО ""СКД плюс""";"салон ""Новые обои""";3843925446;novoboi@yandex.ru;;www.nov-oboi.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3696
28952;"Новокузнецк, Дом паркета (ООО ""Арт-Дизайн"")";проспект Ермакова, д. 9, этаж 1;;;"ООО ""Арт-Дизайн""";Дом паркета;"3843200015; 9069305080";mas043@yandex.ru;;;10:00 - 19:00;Выходной;Выходной;Нет;;3696
29162;"Астрахань, Салон ""DECOLE""";ул. Боевая, д.132 Б, этаж 1;ТЦ «Домашний»;;"ООО ""Голдстрим""";"салон ""DECOLE""";8512299080;astra2@decole.ru;astra2@decole.ru;www.decole.ru;09:00 - 19:00;09:00 - 19:00;10:00 - 17:00;Да;;3333
30785;Москва,  г. Красногорск, Лепнина (ИП Шаповалова);г. Красногорск, автодорога Балтия, стр. 1, пав. А-29;СтройДвор Петровский;;ИП Шаповалова;Лепнина;9031600741;89031600741@mail.ru;classikdekor@yandex.ru;lepninamarket.ru;09:00 - 19:00;10:00 - 16:00;10:00 - 16:00;Да;;3109
30875;"Москва, ТК ""Твой Дом"" (ООО ""Декор"")";55 км МКАД, Хорошевский проезд, д. 14;"ТК ""Твой Дом""";Кунцевский авторынок;"ООО ""Декор""";Отдел: Стройматериалы.;;;;evroplast.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3109
32642;"Рыбинск, Декор-центр ""Арагон"" (ООО ""Декор Коллекция"")";ул. Суркова, д. 2, 1 этаж;ТЦ АКСОН;;"ООО ""Декор Коллекция""";"Декор-центр ""Арагон""";9612461428;aragon-rbk@mail.ru;aragon-rbk@mail.ru;www.aragondeco.ru;09:00 - 21:00;09:00 - 21:00;09:00 - 21:00;Да;;6535
33204;"Москва, ""Яуза""  (ИП Амиршоева С.В.)";МО, Осташковское шоссе, вл. 1Б, корпус 9, пав. 17 (1 этаж);"Стройдвор ""Яуза""";;ИП Амиршоева С.В.;"""Яуза""";"84956425677; 89264963559";mirlepnina77@mail.ru;mirlepnina77@mail.ru;mirlepnina.ru;09:00 - 18:00;09:00 - 17:00;09:00 - 17:00;Да;;3109
33512;Якутск, ИП Васильева Е.В.;ул. Чернышевского, д. 74, к.8, этаж 2, пав. 39, стенд 2;"ТЦ ""Азия""";;ИП Васильева Е.В.;;9142712777;Anturazh_ykt@mail.ru;Anturazh_ykt@mail.ru;;;;;Нет;;3239
35172;"Подольск, Строительный рынок ""ПОКРОВ"" (ИП Варданян А.С.)";"г. Подольск, 15 км от МКАД, СР ""ПОКРОВ"", УЛЬТРАКОМ У07, стенд 160/40, 550/270";"Строительный рынок ""ПОКРОВ""";;ИП Варданян А.С.;;8-925-500-59-79 (Артем);Jenya@van-market.com;Jenya@van-market.com;www.van-market.ru;09:00 - 19:00;10:00 - 19:00;10:00 - 19:00;Да;;3109
35234;"Ижевск, ООО ""Дженти"", ТЦ ""СтройПорт""";ул. Кирова, 146, этаж 1, пав. 29;"Торговый центр ""СтройПорт""";вход со стороны ул. Кирова, после входа сразу направо;ООО «Дженти»;«Дженти»;9127650051;domdekora@djenti.ru;domdekora@djenti.ru;www.djenti.ru;09:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3133
35643;"Москва, ВК ""Росстройэкспо"" (ООО ДизайнРумПро)";Фрунзенская набережная, д. 30, с.1, 1 этаж, пав. 4, стенд 60;"Выставочный комплекс ""Росстройэкспо""";;ООО ДизайнРумПро;"Салон ""DESIGNROOM""";"4991100499; 9164755512; 9255184985";fidod@inbox.ru;;www.designroom.pro;10:00-19:00;10:00-19:00;11:00-17:00;Да;;3109
36085;Екатеринбург, ИП Спивак О.М. (Салон лепного декора Гауди);ул.Луначарского, 137, 1 этаж;"Здание ""Дом Кино""";Центральный вход в Дом Кино;ИП Спивак О.М.;Салон лепного декора Гауди;"3433504672; 3433458696";salon-gaudi@mail.ru;info@evroplast-ekaterinburg.ru;gaudisalon.ru;10:00 - 19:00;10:00 - 18:00;10:00 - 17:00;Да;;3129
36086;"Курган, дизайн-студия ""ENTERIOR"" (ИП Ермаков С.В.)";ул. Красина, д. 23 (1 этаж), образцы, инсталляция;"дизайн-студия ""ENTERIOR""";;ИП Ермаков С.В.;"дизайн-студия ""ENTERIOR""";"3522550949; 9125733178";enterior-design@mail.ru;info@evroplast-ekaterinburg.ru;enterior.pro;09:00 - 19:00;Выходной;Выходной;Нет;;3481
36523;"Южно-Сахалинск, салон ""Артеко"", ООО ""САЛОН ИНТЕРЬЕР""";ул. Пушкина, д. 152а;;;"ООО ""САЛОН ИНТЕРЬЕР""";"салон ""Артеко""";4242255259;interiorsalonsakh@gmail.com;interiorsalonsakh@gmail.com;;10:00 - 19:00;Выходной;Выходной;Нет;;6132
36597;Московская область, г. Солнечногорск, Лепнина (ИП Григорян С.А.);г. Солнечногорск, ул. Красная, владение 1, пав. 11;"Торговый центр ""ПОСТРОЙКА""";;ИП Григорян С.А.;Лепнина;"9261815352; 9259315455";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;08:00 - 21:00;08:00 - 21:00;08:00 - 21:00;Да;;36595
36600;Московская область, г. Орехово-Зуево, Планета красок (ИП Черный А.В.);г. Орехово-Зуево, ул. Карла Либкнехта, д. 7, 1 этаж;магазин;1-я линия магазинов, напротив Сбербанка;ИП Черный А.В.;Планета красок;"9688561406; 4997555227";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;09:00 - 19:00;10:00 - 17:00;10:00 - 17:00;Да;;36596
36602;г. Коломна, Евро-Краски (И.П. Селифанова Е.В.);г. Коломна, Октябрьской революции, 387а, пав. 1;"Торговый Комплекс ""Коломенский Строитель""";;И.П. Селифанова Е.В.;Евро-Краски;"9175083050; 9261546125";info@eu-kraski.ru;info@eu-kraski.ru;eu-kraski.ru;09:00 - 17:00;09:00 - 16:00;09:00 - 16:00;Да;;36603
36606;"г. Егорьевск, СР ""Хозяин"" (Компания ""Седьмое небо"" ИП Пулькин П.В.)";г. Егорьевск,  ул. А.Невского, д. 2, пав. 70;"Строительный рынок ""Хозяин""";;"Компания ""Седьмое небо"" ИП Пулькин П.В.";"Строительный рынок ""Хозяин"" пав. 70";"9854591003; 9250502472";info@eu-kraski.ru;yarri@inbox.ru;yarri@inbox.ru;08:00 - 18:00;08:00 - 15:00;08:00 - 15:00;Да;;36605
36607;Москва, дер. Брехово, Лепнина (ИП Григорян С.А.);"Солнечногорский район, дер. Брехово, Стройдвор ""БРЕХОВО"", Д10 Д11 Д47";"Стройдвор ""БРЕХОВО""";;ИП Григорян С.А.;Лепнина;"9262743177; 9258905866";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;08:00 - 20:00;08:00 - 20:00;08:00 - 20:00;Да;;3109
36703;"Нефтеюганск, ООО ""Зеленый Дом""";улица Набережная, д. 7Г;"ООО ""Зеленый Дом""";;"ООО ""Зеленый Дом""";"ООО ""Зеленый Дом""";"9224114811; 9224459333";green-dom@rambler.ru;green-dom@rambler.ru;vk.com/remont_nefteugansk группа ВК;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;6305
36880;"Ковров, ТВЦ ""Аладдин"" (И.П. Балакин А.В.)";ул. Шмидта, д. 14, к.4, 1 этаж;торговый центр;;И.П. Балакин А.В.;"ТВЦ ""Аладдин""";"4923290600; 4997555227";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;9:00 - 19:00;9:00 - 17:00;9:00 - 17:00;Да;;3121
36882;"Муром, Магазин ""Товары для дома"" (ООО ""ВМС ""Колор"")";ул. Коммунистическая, д. 1;торговый центр;;"ООО ""ВМС ""Колор""";"Магазин ""Товары для дома""";"4923422760; 4923491804";wms08@mail.ru;wms08@mail.ru;planeta-decora.ru;8:00 - 18:00;8:00 - 15:00;8:00 - 15:00;Да;;36881
37622;"Санкт-Петербург, Магазин&Склад «Пулково» (ООО ""Питерра"")";5-й Предпортовый проезд, д. 22Б;отдельный салон;;"ООО ""Питерра""";Магазин склад Пулково;"8124383940; доб. 783,784,627";shop@piterra.ru;shop@piterra.ru;www.piterra.ru;10:00 - 20:00;11:00 - 20:00;11:00 - 20:00;Да;;3196
37685;"Москва, Шоу - рум мебели и декора ""Living"" (ООО Интердекор)";Ленинградский пр-т, д. 30, стр.1, 1 этаж;"Шоу - рум мебели и декора ""Living""";"Шоу - рум находится рядом с театром ""Ромэн""";ООО Интердекор;"Шоу - рум мебели и декора ""Living""";"88005053698; 84956144592";sale@living.su;sale@living.su;living.su;10:00 - 20:00;11:00 - 20:00;11:00 - 20:00;Да;;3109
37807;Янаул, салон  штор Аристократ (ИП Миннебаева Р.К.);г. Янаул, ул. Советская, д.15, 2 этаж;"ТЦ ""Семья""";;ИП Миннебаева Р.К.;салон штор Аристократ;9870976768;ROZA.MINNEBAEVA63@MAIL.RU;ROZA.MINNEBAEVA63@MAIL.RU;;09:00 - 19:00;10:00-18:00;10:00-18:00;Да;;37795
37843;"Краснодар , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3149
37852;"Сочи , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;decor@decor-evroplast.ru;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3202
37856;"Нальчик , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;decor@decor-evroplast.ru;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3258
37857;"Адлер , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;decor@decor-evroplast.ru;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3683
37859;"Армавир , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;decor@decor-evroplast.ru;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3685
37860;"Пятигорск , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;decor@decor-evroplast.ru;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3733
37861;"Новороссийск , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;decor@decor-evroplast.ru;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;6124
37862;"Анапа , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;decor@decor-evroplast.ru;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;6157
37863;"Кропоткин , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;decor@decor-evroplast.ru;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;6159
37864;"Майкоп , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;decor@decor-evroplast.ru;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;6561
37865;"Геленджик , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;decor@decor-evroplast.ru;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;6679
37866;"Владикавказ , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;decor@decor-evroplast.ru;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;6681
37867;"Туапсе , Фирменный салон в ТЦ ""Экспострой на Нахимовском""";117545, Россия, г. Москва, 1-й Дорожный проезд, дом 6;;;"ООО ""Декор"""; ;4997558585;decor@decor-evroplast.ru;decor@decor-evroplast.ru;www.evroplast.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;6759
39364;Краснодар, Dom&Decor (ИП Федоров В.А.);улица Северная, д.320, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Лепнина Европласт;"9628550339; 9628581639";salon7@dom-decor.com;salon7@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;Выходной;Нет;;3149
39374;"Липецк, Салон ""ART HOME"" (ИП Симушова)";ул. Стаханова, д. 59, 1 этаж;"Салон ""ART HOME""";;ИП Симушова;"Салон ""ART HOME""";9192518563;sima2287@yandex.ru;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Да;;3331
39617;Саранск, Элит Декор (ИП Козлова И.В.);Александровское шоссе, д. 8, строение 3 (1 этаж);Торговый центр Мастер;Торговый центр Баумаркет;ИП Козлова И.В.;Элит Декор;"8342223140; 9176920022";diz-nov-dom@yandex.ru;diz-nov-dom@yandex.ru;;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;Да;;6137
41166;"Новосибирск, DECOLE шоу-рум, ООО ""ДЕКОЛЕ""";ул.Фабричная, д. 31, корпус 5;"Лофт-квартал ""Мельница"", Вход М-11";"отдельно стоящее здание справа от въезда в Лофт-квартал ""Мельница""";"ООО ""ДЕКОЛЕ""";DECOLE шоу-рум;"3833596040; 3833596041";manager@evroplast-nsk.ru;manager@evroplast-nsk.ru;www.evroplast-nsk.ru;10:00 - 18:00;по договоренности;Выходной;Нет;;3170
42162;"Сызрань, Бутик интерьера ""FORROOM"" (офис, склад) связка";улица Ново-Садовая, д. 14а;;;ООО Форрум;офис FORROOM;8462409016;foroom@forroom.ru;forroom@forroom.ru;www.samara.cc;10:00 - 19:00;11.00 - 17.00;Выходной;Нет;;42161
42583;Уфа, Салон Розет (ИП Розет А.Р.);Менделеева, д. 158, к.2, 2 этаж;Выставочный комплекс ВДНХ ДОМ;островок рядом с лифтом;ИП Розет А.Р.;Лепной Декор;9373250157;andrey.rozet@mail.ru;rozetufa@gmail.com;;11:00 - 19:00;Выходной;Выходной;Нет;;3223
42584;Уфа, бутик Европласт (ТРК Радуга);Индустриальное шоссе, д. 44/1, 2 этаж, пав. 1, бутик  2- 22 Б;ТРК Радуга;;ИП Розет Э.Ф.;Бутик Европласт;"73472463167; 9272344082; 9178043828";rozetre@mail.ru;rozetufa@gmail.com;www.ufa-rozet.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3223
42759;"Москва, PITERRA ТВК ""Экспострой""";Нахимовский проспект, д.24, павильон 2, этаж 2, стенд 259;"Торгово-выставочный комплекс ""Экспострой""";;ООО ПИТЕРРА;PITERRA;"4957776685; доб. 382,396";382@piterra.ru;shop@piterra.ru;www.piterra.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;Да;;3109
42882;"Череповец, Салон ""Da Vinci"" (ИП Колодин И.Н.)";ул. Ленинградская, 8;;;ИП Колодин И.Н.;"Салон ""Da Vinci""";"9211310436; 8202201112";salon_davinci@mail.ru ;evroplast.35@mail.ru ;;10:00 - 19:00;10:00 - 17:00;10:00 - 16:00;Да;;3443
43927;"Астана, Салон ""Премьера"" , TOO Evolution Technologies (Мангилик Ел, 24)";пр-т. Мангилик Ел, д. 24 , 1 этаж;Магазин;Ориентир - отделение Сбербанк;TOO Evolution Technologies;"Салон ""Премьера""";"7172931700; 7781041881";info@evp.kz;ast.sales@evp.kz;www.premiera.kz;10:00 - 19:00;10:00 - 17:00;Выходной;Нет;;3342
45298;Алматы, TOO Evolution Technologies ( ул. Кабдолова, 3); ул. Кабдолова, 3, блок 1, линия В, 1 этаж, пав. 4;"Торговый комплекс ""Армада""";;TOO Evolution Technologies;Салон Премьера;"7272273052; 7477567680";info@evp.kz;armada1@evp.kz;www.premiera.kz;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3310
45299;Алматы, TOO Evolution Technologies (ул. Жибек Жолы, 135);Жибек Жолы, 135/10А, 1 этаж, бутик А23а;"Стоительный комплекс ""Жибек Жолы""";угол ул.Масанчи;TOO Evolution Technologies;Салон Премьера;"7273170977; 7471930174";info@evp.kz;sales4@evp.kz;www.premiera.kz;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;Да;;3310
46430;"Севастополь, салон Европласт (ООО ""Элит Дом"")";ул.Пожарова, д. 21, (ТЦ), 1 этаж;;нижняя парковка ТЦ;"ООО ""Элит Дом""";салон Европласт;9787838283;elitdom-crimea@yandex.ru;elitdom-crimea@yandex.ru;www.vita-color.ru;09:00 - 18:00;Выходной;Выходной;Нет;;46432
