ID;Организация; Точка  продажи ; Город  (для  скидки) ;Адрес; ТЦ  Рынок  и  пр ; Ориентир  для  поиска ;Телефоны;email; email  для  заказа ; ссылка  на  сайт  дилера ;Будни;Суббота;Воскресенье; Доп.  выходные ; Без  выходных ;Карта;Доставка;Монтаж;Обмен/возврат;Склад; Способы  оплаты ;Дополнительно
﻿6415; ИП  Каюмов  А.А. ;ЕВРОПЛАСТ;Москва; г.  Нахабино,  ул.  Советская,  д.118 ;;;4952203834;;;; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;55.8448712544,37.2012392956;N;N;N;N;;
﻿6416; ИП  Каюмов  А.А. ;ЕВРОПЛАСТ;Москва; Волоколамское  шоссе  вл.  96  стр.2 ;;;9269079882;sale@lepnina-tushino.ru;sale@lepnina-tushino.ru;www.lepnina-tushino.ru; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;55.8251481877,37.4329239597;N;N;N;N;;
﻿6421; ООО  "Сити-Декор" ;Лепнина;Москва; Волгоградский  проспект,  д.32,  корпус  25,  этаж  2    (пересечение  Волгоградского  проспекта  и  ТТК),  ТВК  "Метр-Квадратный",  павильон  №  53-67 ; ТВК  "Метр-Квадратный" ;; 9652511869,  4956485067 ;metr@decolepnina.ru;metr@decolepnina.ru;www.decolepnina.ru; 10:00  -  20:00 ; 10:00  -  20:00 ; 10:00  -  20:00 ;;Y;55.7207910796,37.697497963;N;N;N;N;;
﻿6428; ИП  Налбантов  И.А. ; Лепные  Декоры   ;Москва; 51й  км  Киевского  шоссе,  п.Селятино,  1-й  этаж,  павильон  Д-10 ;Селятино;;89258882151;;;; 09:00  -  19:00 ; 09:00  -  19:00 ; 09:00  -  19:00 ;;Y;55.5098600434,36.9856240329;N;N;N;N;;
﻿6496; ООО  "Деколе" ; Центр  дизайна  "DECOLE" ;Волгоград; улица  Селенгинская,  д.  16,  этаж  1 ;;;8442600141;vlg@decole.ru;;www.decole.ru; 10:00  -  18:00 ;Выходной;Выходной;;N;48.7287141355,44.5264516442;N;N;N;N;;
﻿6522; ООО  «Салон  -  Стильный  дом» ; Салон  -  Стильный  дом ;Кострома; улица  Ивана  Сусанина,  д.  54/17 ;;; 4942470007,  9536463821 ;ssdom-kostroma@mail.ru;;www.ssdom.net; 10:00  -  19:00 ; 11:00  -  17:00 ;Выходной;;N;57.7637741862,40.9507705804;N;N;N;N;;
﻿6523; ООО  "ИнтерСтрой" ; Дилерский  центр  "ИнтерСтрой",  Оптово-розничный  склад   ; Нижний  Новгород ; улица  Короленко,  д.  27,  офис  103 ;; пл.  Лядова,  Телецентр ; 88312786808,  89036021230 ;interstroy@sandy.ru;interstroy@sandy.ru;; 09:00  -  18:00 ;Выходной;Выходной;;N;56.310378,43.99341;N;N;N;N;;
﻿6524; ООО  "Эклектика" ; магазин  "Эклектика» ;Псков; улица  Л.  Поземского,  д.  92,  пав.  2 ; Строительный  рынок  на  Алмазной ;; 9062216996,  9602226552 ;eklektika-pskov@yandex.ru;eklektika-pskov@yandex.ru;eklectika.ru; 09:00  -  18:00 ; 09:00  -  16:00 ; 09:00  -  16:00 ;;Y;57.8317991385,28.315803335;N;N;N;N;;
﻿6527;Клондайк;Клондайк;Тамбов; улица  Б.  Энтузиастов,  д.  1  Г ; ТЦ  "Улей  Строй" ;;89202339907;;;; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;52.7558291297,41.4286192712;N;N;N;N;;
﻿6530; ИП  Савостина  А.В. ;Silkplus;Бугульма; улица  Энгельса,  д.  1 ; Центральный  интерьерный  салон ; Альметьевский  выезд ; 8559461800,  9172988396 ;jidkie.oboi@yandex.ru;jidkie.oboi@yandex.ru;silkplus.ru; 09:00  -  18:00 ; 09:00  -  18:00 ; 10:00  -  17:00 ;;Y;54.541582119,52.774733411;N;N;N;N;;
﻿6532; ИП  Борисов  С.Ю. ; М-н  «Престиж» ;Нижнекамск; улица  Химиков,  д.  7  "А" ; М-Н  «Престиж» ; ТЦ  Сити  мол,  Аверс,  Магнит ; 8555460604,  9172957640 ;prestigenk@mail.ru;prestigenk@mail.ru;pnk16.ru; 09:00  -  19:00 ; 09:00  -  19:00 ; 10:00  -  17:00 ;;Y;55.619021911,51.7852159144;N;N;N;N;;
﻿6534; ИП  Кутлубаев  М.Б. ;"Прораб";Октябрьский; улица  Садовое  Кольцо,  д.  319/1,  цокольный  этаж ;   Центральный  интерьерный  салон   ; рядом  ШЦ  "Таганка" ; 9174738899,  9063738899 ;marsonn@mail.ru;marsonn@mail.ru;; 10:00  -  18:00 ; 10:00  -  18:00 ; 10:00  -  17:00 ;;Y;54.4756784602,53.4655746124;N;N;N;N;;
﻿6537; ООО  "Европласт  Оскол"  АрхДекор ;Архдекор; Старый  Оскол ; мкрн.  Дубрава,  д.  3,  этаж  2 ;Строймаркет;;9038850022;;vkhim2008@yandex.ru;; 09:00  -  19:00 ; 09:00  -  19:00 ; 09:00  -  19:00 ;;Y;51.3074430328,37.9114361239;N;N;N;N;;
﻿6543; ИП  Альхимович  Г.А. ; Склад  27/1 ;Чебоксары; Складской  проезд,  д.  6,  строение  27/1 ; ТСК  "Чувашгосснаб" ;;9662494912;;;; 08:00  -  18:00 ; 09:00  -  15:00 ; 09:00  -  15:00 ;;Y;56.1349200179,47.2945336356;N;N;N;N;;
﻿6568;;Арагон;Кинешма; улица  Комсомольская,  д.  18,  этаж  2 ;;; 4933157589,  9203423196 ;aragon37@mail.ru;aragondeco@mail.ru;aragondeco.ru; 09:00  -  18:00 ; 10:00  -  15:00 ;Выходной;;N;57.442637555,42.1645710423;N;N;N;N;;
﻿6569; ИП  Калашников  А.В. ; Салон  "ДЕКОРАМА" ;Стерлитамак; улица  23  Мая,  д.  59,  1  этаж,  стенд ;; напротив  мебельной  фабрики  Антарес,  рядом  магазин  Молоток ; 3473268740,  9173555261  (сотовый) ;dekoramasalon2@gmail.com;rozetufa@gmail.com;   dekoramasalon.ru ; 10:00  -  19:00 ; 11:00  -  18:00 ;Выходной;;N;53.6089729158,55.9519984061;N;N;N;N;;
﻿6571; ИП  Cube  Studio ; магазин  "DECOROOM" ;Уральск; ул.Шолохова,  36 ; ТЦ  "GRAND  centre",  2  этаж ; пересечение  ул.Сергея  Тюленина ; 7753702190,  7078054975 ;;zakaz.evokz@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;51.247477223,51.4038982075;N;N;N;N;;
﻿6573; ИП  Березина  С.В. ; Дом  Декор ;Нефтекамск; улица  Ленина,  д.  82-"А",  этаж  2 ; ТЦ  “Великан” ;;9174157223;sv-luna@mail.ru;;; 11:00  -  19:00 ; 11:00  -  19:00 ;Выходной;;N;56.1057307538,54.2325009577;N;N;N;N;;
﻿6574; ИП  Березина  С.В. ; Дом  Декор ;Нефтекамск; улица  К.  Маркса  ,  д.  10-"В",  этаж  1 ;;;9174157223;sv-luna@mail.ru;;; 11:00  -  19:00 ; 11:00  -  19:00 ;Выходной;;N;56.0798902755,54.2430289577;N;N;N;N;;
﻿6575; ИП  Перцева  Г.  М. ; Гарелея  Интерьеров ;Октябрьский; улица  Губкина,  д.  15,  этаж  1 ;;;9273016780;almuhametova.elv@yandex.ru;rozetufa@gmail.com;; 10:00  -  19:00 ; 10:00  -  15:00 ; 10:00  -  15:00 ;;Y;54.485707796515,53.472646771164;N;N;N;N;;
﻿6576; ИП  Ключникова  В.И. ; "Студия  комфорта" ;Октябрьский; улица  Свердлова,  д.  16,  1  этаж ;;; 3476750580,  9371506937 ;st-komforta@mail.ru;rozetufa@gmail.com;; 10:00  -  19:00 ; 10:00  -  17:00 ; 10:00  -  17:00 ;;Y;54.4831357581,53.4637966865;N;N;N;N;;
﻿6577; Оптовый  центр ; ТЦ  НАРЫШЕВО ;Октябрьский; улица  8  Марта,  д.  9-"А" ; ТЦ    НАРЫШЕВО ;;3476744950;ilfir79@mail.ru;;; 09:00  -  20:00 ; 09:00  -  20:00 ; 09:00  -  20:00 ;;Y;54.5035654189,53.5189645529;N;N;N;N;;
﻿6579; ООО  "Эклектика" ; ООО  "ЭКЛЕКТИКА"   ;Псков; улица  Л.  Поземского,  д.  92,  пав.  28,  секция  6 ; Строительный  рынок  на  Алмазной ;;9062205225;;;; 09:00  -  18:00 ; 09:00  -  16:00 ; 09:00  -  16:00 ;;Y;57.8317991385,28.315803335;N;N;N;N;;
﻿6580; ИП  Вакурова  Л.М. ; Салон  «38  ПРЕДЛОЖЕНИЙ» ; Великий  Новгород ; улица  Мира,  д.  34/11,  этаж  2,  стенд  3 ; Собственное  встроенное  помещение ;; 9116003805,  8816948499 ;salon38@mail.ru;salon38@mail.ru;38pr.ru; 10:00  -  20:00 ; 10:00  -  20:00 ; 10:00  -  18:00 ;;Y;58.5301051057,31.2310021786;N;N;N;N;;
﻿6673; ИП  Кулебякина  Т.В. ;"Дом-декора";Москва; г.  Мытищи,  ул.  Большая  Тарасовская,  д.  111,  строение  11    (11км  Ярославского  шоссе),  пав.  22 ; ТК  Тарасовка ;;4955850042;tatiana16.11.08@mail.ru;;www.dom-dekora.ru; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;55.9553568061,37.8243118425;N;N;N;N;;
﻿6688; ИП  Кощенков  Д.Е. ; салон  "Империя  Декора" ;Брянск; улица  Объездная  д.  30,  этаж  2 ; Торговый  центр  "Аэропарк" ; Мебель  Холл ; 4832309957,  4832309957 ;imperiya_dekora32@mail.ru;imperiya_dekora32@mail.ru;imperiya-dekora.ru; 10:00  -  22:00 ; 10:00  -  22:00 ; 10:00  -  22:00 ;;Y;53.2748360113,34.3164245503;N;N;N;N;;
﻿6689; ООО  "ВК  Хим" ; отдел  Архдекор ;Белгород; улица  Конева,  д.  1а ; ТЦ  «Твой  Дом» ;;9036421137;vkhim2008@yandex.ru;vkhim2008@yandex.ru;archdekor.ru; 10:00  -  19:00 ;Выходной;Выходной;;N;50.5599139588,36.5703218644;N;N;N;N;;
﻿6693; ООО  "Экстериер  Групп" ; сетевые  магазины  "Экстериер  Групп" ;Ереван; пр.  Комитаса  ,  д.  3/104 ;ExteriorGroup-1;; 37410222801,  37410222801 ;exterior-s@mail.ru;info@exterior.am;; 09:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;40.20199291,44.4957225846;N;N;N;N;;
﻿6694; ООО  "Экстериер  Групп" ; сетевые  магазины  "Экстериер  Групп" ;Ереван; пр.  Комитаса  ,  д.  3/122 ;ExteriorGroup-2;; 37410270112,  37410270112 ;;info@exterior.am;; 09:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;40.20199291,44.4957225846;N;N;N;N;;
﻿6695; ООО  "Экстериер  Групп" ; сетевые  магазины  "Экстериер  Групп" ;Ереван; ул.  Рубинянца,  д.  15/3 ;ExteriorGroup-3;; 37410205667,  37496205667 ;;info@exterior.am;; 09:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;40.2020498998,44.5443862776;N;N;N;N;;
﻿6696; ООО  "Экстериер  Групп" ; сетевые  магазины  "Экстериер  Групп" ;Ереван; ул.  Нар-Дос,  д.  75/164 ;ExteriorGroup-4;; 37410550477,  37496517705 ;;info@exterior.am;; 09:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;40.1667698929,44.5199766224;N;N;N;N;;
﻿6697; ООО  "Экстериер  Групп" ; сетевые  магазины  "Экстериер  Групп" ;Ереван; ул.  Вардананца,  д.  22  176/1 ;ExteriorGroup-5;;37496202701;;info@exterior.am;; 09:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;40.1725312931,44.5213177269;N;N;N;N;;
﻿6698; ООО  "Экстериер  Групп" ; сетевые  магазины  "Экстериер  Групп" ;Ереван; ул.  Аршакуняца,  д.  210/1 ;ExteriorGroup-6;; 37410486700,  37410486700 ;;info@exterior.am;; 09:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;40.1487488254,44.4969419817;N;N;N;N;;
﻿6699; ООО  "Экстериер  Групп" ; сетевые  магазины  "Экстериер  Групп" ;Ереван; ул.  З.Андраника,  д.  147/2 ;ExteriorGroup-7;; 37411721535,  37496705509 ;;info@exterior.am;; 09:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;40.1674765834,44.4445745329;N;N;N;N;;
﻿6700; ООО  "Экстериер  Групп" ; сетевые  магазины  "Экстериер  Групп" ;Ереван; ул.  Аршакуняца,  17А  229 ; ExteriorGroup-8  торговый  центр  "Петак" ;;37499572001;;info@exterior.am;; 09:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;40.1625214371,44.507263122;N;N;N;N;;
﻿6701; Валан  Декор  студия ; магазин  студия ;Ереван; ул.  Давид  Анахти,  д.  23/10 ;;; 37460543512,   37496004081 ;valandekor@gmail.com ;info@exterior.am;; 09:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;40.2046696924,44.4746474604;N;N;N;N;;
﻿6706; Частный  предприниматель  Чарлиев  И.Е. ; Магазин  Ussat ;Ашхабад; 10-й  ыллык  Абаданчылык,  д.  128,  1-й  этаж ;;; 99365609066,  99366402204,  99312483104 ;juma6868@mail.ru;juma6868@mail.ru;; 10:00  -  19:00 ; 10:00  -  16:00 ;Выходной;;N;37.8957131067,58.3735193512;N;N;N;N;;
﻿6716; ОсОО  "Галерея" ; ТД  "Галерея" ;Бишкек; 7  микр-н,  Ортосайский  рынок ; Торговый  дом ; Пересечение  ул.  Жукеева-Пудовкина  /  ул.Донецкая   ; 996312576461,    996312899230 ;;zakaz.evokz@mail.ru;www.gallery.kg; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;42.8353795538,74.6167896515;N;N;N;N;;
﻿6717; ОсОО  "Дом  света" ; Магазин  «REdeco»   ;Ош; ул.  Шакирова,  д.  108а ;   ТД  «Ош  Таатан» ;;996555087378;;zakaz.evokz@mail.ru;www.gallery.kg; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;40.5119599411,72.8181439894;N;N;N;N;;
﻿6718; Парад  Цвета ; Парад  Цвета ;Тамбов; улица  Агапкина,  д.  14 ;;;9629939739;;;; 09:00  -  18:00 ; 09:00  -  15:00 ; 09:00  -  15:00 ;;Y;52.7710458293,41.397904754;N;N;N;N;;
﻿6719; ИП  Булкаев ; Салон  "Гармония" ;Актау; 17  микрорайон,  д.  7  (1  этаж),  офис  102 ; ЖК  Грин  Парк ;; 7292332152,  7011486856 ;zakaz@evp.kz;zakaz@evp.kz;; 10:00  -  19:00 ; 10:00  -  18:00 ; 11:00  -  17:00 ;;Y;43.674104353246,51.136381254608;N;N;N;N;;
﻿6720; ИП  Мамбеталина  К.Б ; Дизайн  студия  Реал  Декор   ;Актобе; проспект  А.Молдагуловой,  57В  (пятиэтажное  строение) ; Жилой  дом ; район  облГАИ ; 7132908002,  70111703917 ;;zakaz.evokz@mail.ru;; 10:00  -  19:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;50.2829111845,57.1411106248;N;N;N;N;;
﻿6721; ТОО  НАК  Интерьер ; Салон  Симплекс ;Актобе; мкр.12  Кен  Дала,  32  (шестиэтажное  здание) ; Жилой  дом ; возле  ТД  "Автосити" ; 7784120509,  7132775708 ;;zakaz.evokz@mail.ru;; 09:00  -  18:00 ; 09:00  -  17:00 ;Выходной;;N;50.2686934217,57.1881154419;N;N;N;N;;
﻿6722; ИП  Елатомцев ; Студия  интерьера  "Деко  Рум" ;Актобе; проспект  А.Молдагуловой,  5  (девятиэтажное  здание) ; Жилой  дом ; 5-й  мирорайон ; 7132518889,  7089206854 ;;zakaz.evokz@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ;Выходной;;N;50.2933195319,57.1733335022;N;N;N;N;;
﻿6723; ТОО  НАК  Интерьер ; магазин  "Эко  Мебель" ;Атырау; ул.  Канцева  ,  д.  1,  бутик  3-4  (5-этажное) ; Жилой  дом ;; 7122354171,  7014929725 ;;zakaz.evokz@mail.ru;; 09:00  -  19:00 ; 09:00  -  18:00 ;Выходной;;N;47.1069542976,51.936960045;N;N;N;N;;
﻿6724; ТОО  ROOMODA ; Магазин  "ROOMODA"  ТЦ  Жанар  (2  этаж) ;Атырау; ул.  Фролова,  8/10  (2-этажное) ; ТЦ  Жанар ; р-н  Рахата ;7017189065;;zakaz.evokz@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ;Выходной;;N;47.0998447235,51.9302759802;N;N;N;N;;
﻿6725; ИП  Кабдуллина ; магазин  Ак  Орда ;Атырау;   мкр.  Авангард,  ул.  Курмангазы,  39  (1-этажное) ; магазин  Ак  Орда ; мкр.  Авангард ;7071277457;;zakaz.evokz@mail.ru;; 09:00  -  19:00 ; 09:00  -  19:00 ; 10:00  -  17:00 ;;Y;47.0934888901,51.8702588712;N;N;N;N;;
﻿6726; ИП  "Studio  MAGO" ; Studio  MAGO ;Караганда; ул.  Воинов-Интернационалистов,  31.  Торговый  дом  Asia,  1  этаж,  бутик  108 ; Торговый  дом  "Азия" ; паралелльно  Бухар  Жирау ; 7010121444,  7212972954 ;;zakaz.evokz@mail.ru;; 10:00  -  20:00 ; 10:00  -  20:00 ; 10:00  -  20:00 ;;Y;49.8023294643,73.0839698612;N;N;N;N;;
﻿6727; ИП  Жусупбекова ; Arte  Italiano ;Караганда; ул.  Бухар-жырау  92/2  (Опарт  отель,  вход  с  торца  здания)  офис  12 ; Опарт  Отель ; возле  магазина  "Город  Таир" ; 7017818680,  7212506199 ;;zakaz.evokz@mail.ru;; 10:00  -  18:00 ; 10:00  -  18:00 ;Выходной;;N;49.7874221757,73.108628058;N;N;N;N;;
﻿6729;   ТОО  «АбсолютСтройГрупп» ; магазин  Би-Нель ;Кызылорда; ул.  Бекзатхан  Аскар,  д.  45,  этаж  1 ; Торговый  центр ;; 7772352642,  7025554392 ;;zakaz.evokz@mail.ru;; 09:00  -  20:00 ; 09:00  -  20:00 ; 09:00  -  20:00 ;;Y;44.8438281837,65.48748213;N;N;N;N;;
﻿6730; ИП  "  Муратова  А" ; Дизайн-студия  Айгуль  Муратовой ;Кызылорда; ул.  М.Шокая,  д.  33-А,  этаж  2,  пав.  4,6 ; Торговый  центр ;; 7758489397,  7779298060 ;;zakaz.evokz@mail.ru; "инстаграмм  muratova_dizign_studio" ; 10:00  -  18:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;44.8303266472,65.529962489;N;N;N;N;;
﻿6731; ИП  Насыров  Тахир ; "Мастерская  уюта" ;Тараз; ул.  Кунаева,  43,  ТД  BOSS  (2  этаж) ; Торговый  дом ;; 7717653322,  7773520908 ;;zakaz.evokz@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ; 10:00  -  19:00 ;;Y;42.892278163,71.3701942116;N;N;N;N;;
﻿6732; ИП  Кудинов ;   "Мастер  Лес  Interiors" ;Шымкент; ул.  Толстого,  35  (цокольный  и  2  этаж) ; В  здании  магазина  "Colombini  Casa" ; пересечение  с  ул.  Казыбек  Би ; 7029143544,  7252394455 ;;zakaz.evokz@mail.ru;master-les.kz; 10:00  -  19:00 ; 10:00  -  19:00 ;Выходной;;N;42.3239589651,69.6054901774;N;N;N;N;;
﻿6734; ИП  Лаврова  Н. ; Магазин  "Краски" ;Экибастуз; ул.  Ауэзова,  д.  49,  корпус  7,  этаж  1 ; жилой  дом  (6-этажное  здание) ;; 7187400030,  7474384307 ;;zakaz.evokz@mail.ru;; 09:00  -  19:00 ; 09:00  -  19:00 ; 09:00  -  19:00 ;;Y;51.7272316038,75.3222692202;N;N;N;N;;
﻿6735; ИП  "Климат  Контроль" ;"Премиум";Семипалатинск;   ул.  Б.Момышулы,  41/1,  корпус  1 ; Жилой  дом ;; 7222320592,  7478520137 ;;zakaz.evokz@mail.ru;; 09:00  -  18:00 ; 10:00  -  18:00 ;Выходной;;N;50.4146477553,80.2574877124;N;N;N;N;;
﻿6745; ИП  "Бектаева" ; Салон  Интерьер  декор  плюс ;Кызылорда;   ул.  Байтурсынова,  д.  47,  пав.104  (этаж  1) ; Бизнес  центр ;; 7783137475,  7775303230 ;;zakaz.evokz@mail.ru;; 10:00  -  19:00 ; 10:00  -  19:00 ;выходной;;N;44.8435076097,65.5076523418;N;N;N;N;;
﻿6746; ООО  "Велес" ; интернет  магазин  Luxstroy ; Нижний  Тагил ; ул.  Юбилейная,  51А ; интернет  магазин ; Торговый  центр  "ЦУМ" ; 9506485424,  9049845659 ;skrytyi@yandex.ru;info@evroplast-ekaterinburg.ru;www.luxstroy.me; 10:00  -  18:00 ;Выходной;Выходной;;N;57.9188069171,59.9856017673;N;N;N;N;;
﻿6747; ИП  Горелова  Т.В. ; П  19 ;Москва; г.  Подольск,  ул.  Большая  Серпуховская,  229,  17-й  км.,  пав.  П  19 ; ТЦ  "Елисаветинский" ; напротив  гипермаркета  Глобус ; 89266801241,  89687106631 ;89266801241@yandex.ru;89266801241@yandex.ru;best-lepnina.ru; 09:00  -  20:00 ; 09:00  -  20:00 ; 09:00  -  20:00 ;;Y;55.387959852,37.5416056958;N;N;N;N;;
﻿6748; ИП  Шихрагимова  Марина  Дарвиновна ; Магазин  "Центр  лепнины  "Барокко" ;Махачкала; пр.  Амет-хана  Султана,  17 ;; Проспект  Амет-хана  Султана,  напротив  АЗС  PULSAR ;;barokko05@yandex.ru;info@lepidecor.ru; Сайт  на  стадии  разработки ; 09:00  -  19:00 ; 09:00  -  19:00 ; 09:00  -  19:00 ;;Y;42.9396739783,47.5129736875;N;N;N;N;;
﻿6752; ИП  Железная  Л.Н. ; Салон-магазин  "Мир  обоев" ;Элиста; ул.Ю.  Нейман,  д.6  (этаж  1) ; Торговый  дом ;;8472227880;stroyarsenal08@mail.ru;;; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;46.3091627778,44.2664403284;N;N;N;N;;
﻿6753; ИП  Жуков  А.В. ;«ИЗБА»;Волжский; ул.  Оломоуцкая,  д.  7г  (этаж  1) ;;;9270633462;azhukov@inbox.ru;azhukov@inbox.ru;; 11:00  -  19:00 ; 11:00  -  16:00 ;Выходной;;N;48.7591193159,44.795812616;N;N;N;N;;
﻿6774; ООО  "Декор" ; Европласт  "Склад" ;Москва; Московская  область,  Ленинский  район,  с/п  Булатниковское,  с.  Булатниково,  ул.  Центральная,  дом  №1В,  стр.  №10 ;;;;;;evroplast.ru;;;;;N;55.56952703,37.6619690025;N;N;N;N;;
﻿6775; ИП  Буренкова  Л.М. ;"Лепнина";Москва; д.  Черная  Грязь,  Ленинградское  ш.,  13  км  от  МКАД,  поворот  на  ПИКИНО ; Строительный  рынок    (верхние  ряды),  д.Черная  Грязь ; запрвка  "НЕФТЬМАГИСТРАЛЬ" ;9672143346;cherngraz@gmail.com;;; 09:00  -  19:00  (лето);  09:00  -  18:00  (зима) ; 09:00  -  19:00  (лето);  09:00  -  18:00  (зима) ; 09:00  -  19:00  (лето);  09:00  -  18:00  (зима) ;;Y;55.976121134715,37.308975981838;N;N;N;N;;
﻿6778; ООО  "ПРОГРЕСС" ; Торговый  центр ;Москва; проспект  Маршала  Жукова,  д.  52,  этаж  2 ; Торговый  центр ;; 4952279595,    9154054478,  9851150077 ; 2279595@gmail.com;  svet.okna.info@gmail.com ;2279595@gmail.com;; 11:00  -  21:00 ; 11:00  -  21:00 ; 11:00  -  19:00 ;;Y;55.7777780111,37.4642082202;N;N;N;N;;
﻿6779; ООО  "Гермес" ;ГрандДекор;Кемерово; улица  Черняховского,  д.  3,  этаж  1 ;Магазин;; 3842359663,  3842752928 ;lepnina@granddekor.ru;lepnina@granddekor.ru;granddekor.ru; 10:00  -  19:00 ; 11:00  -  17:00 ;Выходной;;N;55.3497172495,86.0716779577;N;N;N;N;;
﻿6780; ООО  "Голдстрим" ; центр  дизайна  "DECOLE" ;Астрахань; улица  Адмиралтейская,  д.  30,  этаж  1   ;;;8512298867;astra@decole.ru;astra@decole.ru;www.decole.ru; 10:00  -  18:00 ; 10:00  -  14:00 ;Выходной;;N;46.3570585733,48.037284;N;N;N;N;;
﻿6790; ООО  "Строй-Дом" ; салон  "Oberline" ;Владивосток; ул.  Русская,  д.  87В,  этаж  2 ; Торговый  центр  "Багратион" ;; 4232573666,  4232377777 ;;zakaz@china-story.ru;; 09:00  -  19:00 ; 09:00  -  19:00 ; 09:00  -  19:00 ;;Y;43.1686669724,131.936042598;N;N;N;N;;
﻿6792; ООО  "СКД  плюс" ; салон  "Модные  обои" ;Новокузнецк; проспект  Н.Ермакова,  д.  30а,  этаж  1 ; ТПЦ  "Виктория" ;; 3843328020,  3843460792 ;novoboi@yandex.ru;opt@evroplast-nsk.ru;www.nov-oboi.ru; 10:00  -  19:00 ; 10:00  -  18:00 ; 10:00  -  18:00 ;;Y;53.7683972832,87.1350212288;N;N;N;N;;
﻿6794; ООО  "ДеЛюкс" ; интерьерный  салон  "DeLuxe" ;Новокузнецк; улица  Воробьева,  д.  3,  этаж  1 ;;;3843722727;salon@deluxenk.ru;opt@evroplast-nsk.ru;www.deLuxe.ru; 09:00  -  18:00 ;Выходной; 09:00  -  18:00 ;;N;53.7518942232,87.1029602288;N;N;N;N;;
﻿6802; ИП  Попов  Е.О. ;Derufa;Ленинск-Кузнецкий; проспект  Кирова,  д.  108,  корпус  А,  этаж  1 ; торгово-отделочная  компания ;;3845670007;popov_lk@mail.ru;lepnina@granddekor.ru;; 09:00  -  19:00 ; 10:00  -  17:00 ; 10:00  -  17:00 ;;Y;54.6792628051,86.1805556865;N;N;N;N;;
﻿6803; ИП  Гоциридзе  И.С. ;ДиоР;Юрга; улица    Московская,  д.  21,  этаж  1 ;салон-магазин;;3845142503;dior987@mail.ru;lepnina@granddekor.ru;; 10:00  -  19:00 ; 11:00  -  16:00 ; 11:00  -  16:00 ;;Y;55.7197611807,84.9296032288;N;N;N;N;;
﻿6804; ИП  Шахов  С.В. ;Строитель;Полысаево; улица  Крупской,  д.  129,  этаж  1 ;магазин;;9236027717;stroitel_lk@mail.ru;lepnina@granddekor.ru;; 09:00  -  18:00 ; 09:00  -  18:00 ; 09:00  -  17:00 ;;Y;54.6121172976,86.2682583783;N;N;N;N;;
﻿6805; ИП  Головин  С.В. ;"Эконом-строй";Анжеро-Судженск; улица  Горняцкая,  д.  4,  этаж  3 ;магазин;;3845364545;ira.golovina.83@mail.ru;lepnina@granddekor.ru;; 09:00  -  17:00 ; 09:00  -  18:00 ; 09:00  -  18:00 ;;Y;56.083092579,86.0093309325;N;N;N;N;;
﻿6806; ООО  "Декор" ; Фирменный  салон  "Европласт" ;Москва; Каширское  ш,  д.  19,  корп.  1,  2-й  этаж,  павильон  2-С90 ; МФТК  "Каширский  двор" ;;4956408851;kdvor@decor-evroplast.ru;kdvor@decor-evroplast.ru;www.evroplast.ru; 09:00  -  21:00 ; 09:00  -  21:00 ; 09:00  -  21:00 ;;Y;55.6649521182,37.6320473518;N;N;N;N;;
﻿6813; ИП  Куприна  О.В. ; Престиж  Декор ;Тамбов; улица  Мичуринская,  д.  87 ;;;4752-531717;;;; 09:00  -  18:00 ; 09:00  -  15:00 ; 09:00  -  15:00 ;;Y;52.7395729324,41.4353986921;N;N;N;N;;
﻿6814; ИП  Куприна  О.В. ; Престиж  Декор ;Тамбов; ул.  Н.Вирты,  201  А ;;;4752-511000;;;; 09:00  -  18:00 ; 09:00  -  15:00 ; 09:00  -  15:00 ;;Y;52.7589344074,41.4143487157;N;N;N;N;;
